1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,QC_1-00005,QC_2-00003,QC_3-00004,B_1,B_2,B_3,features
NA,0.0139,0.0148,NA,0.0234,0.0188,0.0299,NA,0.0189,NA,0.0192,0.0238,0.0157,NA,0.0185,NA,0.0174,NA,NA,NA,NA,1.4633,1.5143,1.5046,NA,NA,NA,TAG50.4.FA16.1
0.0118,NA,0.0104,NA,0.0137,0.0158,0.0142,NA,NA,NA,0.0075,0.0113,0.0111,NA,NA,NA,NA,NA,NA,NA,NA,1.0284,0.8857,0.8708,NA,NA,NA,TAG50.4.FA18.1
0.0113,NA,NA,NA,0.0109,0.0139,0.0173,NA,NA,NA,0.0099,0.0117,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1422,4.1516,3.9782,NA,NA,NA,TAG50.4.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5097,1.4615,1.4872,NA,NA,NA,TAG50.4.FA18.3
NA,NA,NA,NA,NA,NA,0.0146,NA,NA,NA,NA,0.0096,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1032,NA,NA,NA,NA,NA,TAG50.4.FA20.3
NA,0.0099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3565,0.3231,0.3487,NA,NA,NA,TAG50.4.FA20.4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3886,0.4066,0.3564,NA,NA,NA,TAG50.5.FA14.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1182,NA,0.1338,NA,NA,NA,TAG50.5.FA16.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2014,0.2,0.1811,NA,NA,NA,TAG50.5.FA16.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1238,NA,NA,NA,NA,NA,TAG50.5.FA18.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3707,0.4989,0.4508,NA,NA,NA,TAG50.5.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5026,0.5516,0.5279,NA,NA,NA,TAG50.5.FA18.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1388,0.1582,NA,NA,NA,NA,TAG50.5.FA20.4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1109,0.1368,0.131,NA,NA,NA,TAG50.5.FA20.5
0.0191,0.0125,0.0157,0.0145,0.0165,0.0234,0.033,0.0152,0.0168,0.0238,0.0109,0.0203,0.0213,0.0402,0.0385,0.0242,0.0297,0.0265,0.0289,0.0295,0.0218,0.3137,0.2681,0.2793,NA,NA,NA,TAG51.0.FA16.0
0.0162,0.014,0.0141,0.0137,0.0187,0.0182,0.0164,0.0161,0.0178,0.0217,0.0116,NA,0.0134,0.033,0.0458,0.0301,0.028,0.0232,0.0235,0.0272,0.0227,0.1871,0.2352,0.2177,NA,NA,NA,TAG51.0.FA17.0
0.014,0.0127,0.0126,0.0129,0.0159,0.0217,0.0297,0.0126,0.0183,0.0187,0.008,0.0147,NA,0.025,0.0263,0.0171,0.0283,0.0258,0.0223,0.0228,0.0213,0.1463,NA,0.1368,NA,NA,NA,TAG51.0.FA18.0
0.019,0.0357,0.02,0.0221,0.0214,0.0282,0.0448,0.0243,0.0227,0.0255,0.0157,0.0326,0.0287,0.0611,0.0411,0.0495,0.0561,0.0412,0.037,0.0395,0.0511,0.2176,0.1457,0.144,NA,NA,NA,TAG51.1.FA15.0
0.0624,0.06,0.0565,0.0644,0.0989,0.0903,0.1484,0.0626,0.0768,0.0772,0.0645,0.0869,0.0853,0.2249,0.2025,0.1549,0.1873,0.1325,0.1415,0.1451,0.1411,1.3492,1.2637,1.2252,NA,0.0087,0.0052,TAG51.1.FA16.0
0.0758,0.0638,0.0773,0.0705,0.0893,0.0851,0.098,0.0494,0.0737,0.0578,0.0508,0.0716,0.0582,0.2157,0.2451,0.168,0.1852,0.1546,0.141,0.1282,0.1326,1.3546,1.4154,1.4872,0.0076,0.0066,0.0069,TAG51.1.FA17.0
0.0325,0.0246,0.0221,0.0256,0.0426,0.0302,0.0511,0.0267,0.0364,0.029,0.0214,0.0371,0.0312,0.0758,0.0817,0.0502,0.0763,0.0554,0.0533,0.0514,0.0443,0.2549,0.3341,0.287,NA,0.0048,0.0048,TAG51.1.FA18.0
0.0632,0.0534,0.0507,0.0438,0.0808,0.0704,0.1115,0.0493,0.0639,0.0596,0.062,0.0766,0.0711,0.2128,0.1742,0.123,0.1692,0.1108,0.1223,0.124,0.1198,1.2352,1.3758,1.4198,0.0052,0.0051,NA,TAG51.1.FA18.1
0.0308,0.0304,0.0223,0.0225,0.0366,0.041,0.0643,0.0256,0.0337,0.0395,0.0287,0.0457,0.0415,0.1677,0.1325,0.1237,0.1329,0.0963,0.0847,0.102,0.1205,1.0908,1.0549,1.154,NA,NA,NA,TAG51.2.FA15.0
0.2617,0.265,0.2824,0.2603,0.3402,0.3318,0.4074,0.2806,0.3179,0.2931,0.299,0.3223,0.3151,0.3968,0.3758,0.3106,0.3666,0.3183,0.3158,0.3138,0.3343,2.3652,2.3495,2.2463,0.191,0.188,0.1822,TAG51.2.FA16.0
0.0269,0.0262,0.0185,0.0206,0.0362,0.0405,0.0528,0.022,0.0285,0.026,0.0306,0.0442,0.0271,0.0837,0.07,0.0507,0.0766,0.0484,0.0566,0.0562,0.0497,0.2691,0.3538,0.2832,NA,NA,NA,TAG51.2.FA16.1
0.0223,0.0209,0.0253,0.015,0.0283,0.0222,0.0315,0.0154,0.0262,0.0231,0.0224,0.0247,0.0281,0.0587,0.0537,0.0407,0.0544,0.0381,0.0399,0.0416,0.0459,1.1514,1.2044,1.0634,NA,NA,NA,TAG51.2.FA17.0
0.2466,0.2485,0.236,0.2215,0.3228,0.3236,0.4261,0.2324,0.3021,0.2591,0.2677,0.3297,0.2988,0.5844,0.5527,0.4058,0.5534,0.3825,0.4027,0.4118,0.3838,3.6948,3.5648,3.6411,0.121,0.1324,0.1241,TAG51.2.FA18.1
NA,NA,NA,NA,NA,NA,0.0122,NA,NA,NA,0.0087,NA,NA,0.0193,NA,NA,0.017,0.0103,0.0151,NA,NA,0.7967,0.8593,0.8823,NA,NA,NA,TAG51.2.FA18.2
NA,NA,NA,NA,NA,0.0087,0.0138,NA,NA,NA,0.01,0.0118,0.0113,0.0433,0.0264,0.0258,0.034,0.0217,0.0217,0.0228,0.0258,1.0124,1.0286,1.1116,NA,NA,NA,TAG51.3.FA15.0
0.0387,0.0337,0.033,0.0264,0.0511,0.0517,0.0845,0.0397,0.0485,0.0498,0.0432,0.0539,0.0481,0.0616,0.0703,0.0419,0.0575,0.0352,0.0497,0.0385,0.0405,0.3868,0.3736,0.4219,NA,NA,NA,TAG51.3.FA16.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2228,0.2429,0.2119,NA,NA,NA,TAG51.3.FA17.0
0.0143,0.012,NA,0.0122,0.0196,0.0166,0.0227,0.0141,0.0187,0.0144,0.0152,0.0209,0.0172,0.0407,0.0335,0.0265,0.0372,0.0226,0.0246,0.0251,0.0287,2.0729,2.0769,1.8186,NA,NA,NA,TAG51.3.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0441,0.0228,0.037,0.0327,0.0221,0.0246,0.0257,0.032,0.4189,0.4462,0.4489,NA,NA,NA,TAG51.4.FA15.0
0.0114,0.0099,NA,NA,0.0153,0.0137,0.0167,0.0108,0.0126,NA,0.0119,0.0164,0.0132,NA,NA,0.0197,0.0186,NA,0.0185,0.0145,NA,0.1836,0.1516,0.1663,NA,NA,0.0076,TAG51.4.FA16.1
NA,NA,NA,NA,NA,0.0095,NA,NA,NA,NA,NA,0.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8413,0.7758,0.8361,NA,0.0044,0.0056,TAG51.4.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2264,0.2549,0.2081,NA,NA,NA,TAG51.4.FA18.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,0.0813,NA,NA,NA,TAG51.4.FA20.4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1368,0.1627,NA,NA,NA,TAG51.5.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0891,0.1573,NA,NA,NA,NA,TAG51.5.FA18.3
0.0277,0.0316,0.0378,0.037,0.0313,0.0603,0.0749,0.0348,0.0368,0.0781,0.0268,0.0357,0.0331,0.0294,0.0289,NA,0.0259,0.0258,0.0312,0.0274,0.0239,1.8323,1.7846,1.8783,0.0067,NA,0.0055,TAG52.0.FA16.0
0.0684,0.057,0.0689,0.0673,0.063,0.121,0.1563,0.0698,0.0556,0.1685,0.044,0.0654,0.0657,0.0482,0.0514,0.0445,0.0535,0.0433,0.0406,0.0426,0.0393,2.6771,2.8044,2.3792,0.0078,0.0078,0.007,TAG52.0.FA18.0
NA,NA,NA,NA,NA,0.011,0.0146,NA,NA,NA,0.0077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1365,0.122,NA,NA,NA,TAG52.0.FA20.0
0.1635,0.1622,0.1604,0.1367,0.2411,0.2437,0.3604,0.135,0.165,0.1619,0.153,0.198,0.1651,0.2394,0.2358,0.153,0.2097,0.1222,0.1394,0.1376,0.1259,17.7666,18.0879,18.0088,0.0072,0.0086,0.0079,TAG52.1.FA16.0
NA,NA,NA,NA,NA,0.0171,0.0211,NA,NA,NA,NA,0.0137,0.0136,NA,0.0182,NA,0.0178,0.01,NA,0.013,NA,0.2458,0.2176,0.2485,NA,NA,NA,TAG52.1.FA16.1
0.2102,0.1818,0.1975,0.1811,0.2847,0.2854,0.4308,0.1684,0.2003,0.1909,0.1713,0.2412,0.22,0.2582,0.3181,0.222,0.2811,0.2093,0.1917,0.1936,0.1998,14.9451,15.7055,15.0054,0.0099,0.0092,0.0098,TAG52.1.FA18.0
0.2576,0.2107,0.244,0.1948,0.3451,0.3454,0.5181,0.2012,0.2409,0.2285,0.2165,0.2784,0.2561,0.269,0.2512,0.199,0.2375,0.1635,0.1765,0.181,0.1686,22.3758,23.8835,22.565,0.0079,0.0136,0.0121,TAG52.1.FA18.1
NA,NA,NA,NA,NA,NA,0.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1287,0.1856,NA,NA,NA,NA,TAG52.1.FA20.0
0.0264,0.0344,0.0267,0.0216,0.0475,0.0421,0.0582,0.0226,0.0316,0.0317,0.0268,0.0368,0.0278,0.0261,0.0289,0.0162,0.0264,NA,0.0212,0.0194,0.0189,0.3921,0.4,0.3217,NA,NA,NA,TAG52.1.FA20.1
NA,NA,NA,0.0073,0.0189,0.0109,0.0202,NA,0.0118,NA,0.0099,0.0135,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204,0.178,0.1605,NA,NA,NA,TAG52.2.FA14.0
0.3665,0.3948,0.3631,0.3263,0.6689,0.6093,0.9208,0.3165,0.3755,0.3372,0.4827,0.5444,0.4217,0.7663,0.7914,0.5302,0.7737,0.426,0.4149,0.4589,0.4216,99.0691,102.5912,97.4226,0.0245,0.0253,0.0176,TAG52.2.FA16.0
0.0732,0.0635,0.0664,0.0481,0.1043,0.099,0.163,0.0516,0.0722,0.0543,0.0884,0.1131,0.0748,0.0739,0.0662,0.0578,0.0721,0.0521,0.0558,0.0429,0.0478,2.1192,2.0747,2.1403,NA,NA,NA,TAG52.2.FA16.1
0.0684,0.0554,0.0612,0.0525,0.0878,0.1005,0.1333,0.0552,0.061,0.0546,0.069,0.0954,0.0611,0.0647,0.0829,0.0464,0.0589,0.044,0.0504,0.0426,0.0327,9.6818,10.7407,10.0852,NA,0.0061,NA,TAG52.2.FA18.0
1.0226,1.0307,1.0449,0.8454,1.7896,1.6275,2.4467,0.8516,1.0916,0.9308,1.2829,1.5656,1.1364,1.6124,1.5865,1.1192,1.5605,0.9018,0.948,0.9439,0.9363,165.9737,171.5516,166.6394,0.0628,0.0656,0.0601,TAG52.2.FA18.1
0.0294,0.0195,0.0195,0.0221,0.0307,0.0239,0.0391,0.0251,0.0245,0.0215,0.024,0.0277,0.0235,0.0224,0.0391,0.0247,0.0211,NA,0.0161,0.0143,0.0166,13.2537,14.2264,13.4084,NA,NA,NA,TAG52.2.FA18.2
0.0258,0.0236,0.0239,0.0197,0.0433,0.0432,0.0607,0.0209,0.0235,0.0209,0.0342,0.0389,0.0264,NA,0.0246,0.0197,0.0205,0.0161,0.0149,NA,0.0201,0.3734,0.422,0.4065,NA,NA,NA,TAG52.2.FA20.1
0.0208,0.0178,0.0185,0.0166,0.0328,0.037,0.0492,0.015,0.0233,0.0167,0.023,0.0262,0.0187,0.025,0.0267,0.023,0.0231,NA,0.0175,0.0161,0.0179,0.4402,0.5077,0.4778,NA,NA,NA,TAG52.2.FA20.2
0.0125,NA,NA,0.0119,0.016,0.015,0.0209,NA,0.0135,0.017,0.0133,0.0141,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,0.2638,0.2791,0.2851,NA,NA,NA,TAG52.3.FA14.0
0.0885,0.0775,0.0683,0.065,0.1076,0.0976,0.1525,0.1023,0.0709,0.0664,0.0834,0.0933,0.0741,0.1157,0.1809,0.0777,0.1272,0.0736,0.0889,0.0682,0.0881,102.8085,103.7538,98.9638,0.0217,0.0186,0.015,TAG52.3.FA16.0
0.1654,0.1572,0.1469,0.1267,0.296,0.2592,0.4256,0.1447,0.1831,0.147,0.2229,0.2606,0.184,0.2126,0.1745,0.1474,0.2026,0.1134,0.1469,0.1273,0.1248,11.4392,11.5604,11.1852,NA,NA,NA,TAG52.3.FA16.1
0.0147,NA,NA,0.0122,0.0141,0.015,0.0162,NA,0.0107,NA,0.0119,0.0147,0.0082,NA,0.0143,NA,NA,NA,NA,NA,NA,1.7735,1.8132,1.913,NA,NA,NA,TAG52.3.FA18.0
0.3447,0.3306,0.3341,0.2703,0.6142,0.5644,0.8783,0.312,0.382,0.3189,0.4737,0.5715,0.3946,0.3911,0.4374,0.2729,0.3963,0.2397,0.286,0.2764,0.2635,110.2071,113.1604,109.2358,0.0303,0.0233,0.0217,TAG52.3.FA18.1
0.1158,0.0984,0.0899,0.0839,0.1565,0.128,0.1952,0.1202,0.1094,0.102,0.1237,0.1302,0.0999,0.1311,0.1984,0.0924,0.1308,0.0847,0.0875,0.0788,0.0914,97.3901,100.1538,96.7656,0.0209,0.0193,0.0146,TAG52.3.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5685,1.4615,1.4063,NA,NA,NA,TAG52.3.FA18.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2834,0.2418,0.2254,NA,NA,NA,TAG52.3.FA20.0
NA,NA,NA,NA,NA,0.0088,0.0132,NA,NA,NA,0.0072,0.0097,0.0099,NA,NA,NA,NA,NA,NA,NA,NA,0.1989,NA,0.1541,NA,NA,NA,TAG52.3.FA20.1
0.0223,0.0231,0.0219,0.0181,0.0417,0.0394,0.0565,0.0161,0.0217,0.0221,0.0302,0.0409,0.0221,NA,0.0143,0.0129,0.0208,NA,NA,0.0177,0.0155,0.5436,0.5846,0.5529,NA,NA,NA,TAG52.3.FA20.2
0.0333,0.0313,0.0263,0.0184,0.0449,0.0405,0.0704,0.0211,0.0289,0.0272,0.0339,0.0459,0.0283,0.0317,0.033,0.0223,0.0357,0.0177,0.0237,0.0199,0.0251,0.8074,0.8813,0.7533,NA,NA,NA,TAG52.3.FA20.3
NA,NA,NA,NA,NA,0.0093,0.0173,NA,NA,NA,0.0112,0.0137,0.0098,NA,NA,NA,NA,NA,NA,NA,NA,0.4295,0.3275,0.3795,NA,NA,NA,TAG52.4.FA14.0
0.0201,0.0266,0.0223,0.0232,0.0239,0.0231,0.0369,0.0381,0.0196,0.0226,0.0254,0.0244,0.0225,0.0309,0.0913,0.0261,0.0386,0.0212,0.0357,0.0227,0.0294,38.9126,39.5385,38.1541,0.0075,0.0084,0.0057,TAG52.4.FA16.0
0.0329,0.0342,0.0296,0.0251,0.0444,0.0457,0.0609,0.0307,0.0323,0.0285,0.0399,0.0494,0.0348,0.0301,0.0409,0.0299,0.0417,0.0208,0.0364,0.0251,0.0294,11.1594,11.3297,11.0812,NA,NA,NA,TAG52.4.FA16.1
0.0105,NA,NA,NA,0.0091,0.0093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1961,0.2154,0.2254,NA,NA,NA,TAG52.4.FA18.0
0.0481,0.0457,0.0408,0.0378,0.0668,0.0585,0.0873,0.0426,0.041,0.0402,0.0541,0.0645,0.0467,0.0283,0.056,0.0308,0.0368,0.0293,0.0317,0.0286,0.0305,19.0446,19.378,18.3864,0.0081,0.0058,0.0068,TAG52.4.FA18.1
0.0446,0.0376,0.0311,0.0378,0.0605,0.0568,0.0746,0.0637,0.0374,0.0447,0.05,0.0587,0.0408,0.0371,0.1342,0.0252,0.0462,0.0276,0.0392,0.0272,0.0319,60.9372,60.6615,59.8734,0.0138,0.0108,0.0102,TAG52.4.FA18.2
0.0214,0.0205,0.0179,0.0166,0.0164,0.0153,0.0216,0.0139,0.0208,0.0183,0.0179,0.0198,0.0153,0.0271,0.0316,0.0182,0.0238,0.0207,0.0183,0.0207,NA,11.5426,11.2549,11.4607,NA,NA,NA,TAG52.4.FA18.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2763,0.2264,0.2774,NA,NA,NA,TAG52.4.FA20.0
NA,0.0086,NA,NA,0.0131,NA,0.0146,NA,0.0081,NA,0.01,0.0099,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1551,0.189,0.2215,0.0061,0.0052,0.0054,TAG52.4.FA20.2
0.0348,0.032,0.0277,0.0254,0.0511,0.0453,0.071,0.0227,0.0297,0.026,0.0483,0.0556,0.029,0.0188,0.0224,0.0156,0.025,0.0207,0.0245,0.0165,0.0244,1.0445,1.0835,0.8746,NA,NA,NA,TAG52.4.FA20.3
NA,0.0091,NA,0.01,0.0158,0.0118,0.0124,NA,NA,NA,0.0125,NA,NA,0.042,0.0452,0.0223,0.0335,0.028,0.0242,0.0257,0.023,1.8768,1.8791,1.9169,NA,NA,NA,TAG52.4.FA20.4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1069,NA,NA,NA,NA,NA,TAG52.4.FA22.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3422,0.3736,0.393,NA,NA,NA,TAG52.5.FA14.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8194,5.8681,5.5772,NA,NA,NA,TAG52.5.FA16.0
0.0134,0.0115,0.0106,0.0105,0.0126,0.0128,0.0166,NA,NA,NA,0.0108,0.0165,NA,0.0223,0.0218,0.0185,0.0209,0.0163,0.0221,0.0228,NA,4.2295,4.4132,4.1342,NA,NA,NA,TAG52.5.FA16.1
0.0188,NA,0.0203,0.0142,0.0179,0.0184,NA,NA,0.0175,NA,0.0071,NA,NA,NA,NA,NA,NA,0.0111,NA,NA,NA,1.9036,1.978,1.8437,NA,NA,NA,TAG52.5.FA18.1
NA,0.0139,NA,NA,NA,0.0117,NA,0.0159,NA,NA,0.0099,0.0092,0.0114,NA,NA,NA,NA,NA,NA,NA,NA,9.3521,9.3099,9.1528,0.0071,NA,0.0068,TAG52.5.FA18.2
0.01,NA,NA,0.0068,NA,0.0091,NA,NA,NA,NA,0.0067,0.0096,0.0081,NA,NA,NA,NA,NA,NA,NA,NA,6.9013,6.7143,6.7735,NA,NA,NA,TAG52.5.FA18.3
NA,NA,NA,NA,0.0147,0.014,0.0203,NA,NA,NA,0.011,0.0098,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2477,0.2879,0.2389,NA,NA,NA,TAG52.5.FA20.3
0.0162,NA,0.0131,0.0142,0.0145,NA,0.0161,NA,NA,NA,0.0124,0.0148,NA,0.0289,0.0227,0.0199,0.0243,0.023,0.0307,0.0169,0.0229,1.6023,1.6198,1.6741,NA,NA,NA,TAG52.5.FA20.4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6078,0.6637,0.5529,NA,NA,NA,TAG52.5.FA20.5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3048,0.3495,0.2909,NA,NA,NA,TAG52.5.FA22.5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2887,0.3031,0.1967,NA,NA,NA,TAG52.6.FA14.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6345,0.5516,0.5394,NA,NA,NA,TAG52.6.FA16.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8502,0.8,0.8862,NA,NA,NA,TAG52.6.FA16.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2345,0.2593,0.1648,NA,NA,NA,TAG52.6.FA18.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8128,0.9341,1.0037,NA,NA,NA,TAG52.6.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2441,1.3275,1.0711,NA,NA,NA,TAG52.6.FA18.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4937,0.5121,0.499,NA,NA,NA,TAG52.6.FA20.4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6292,0.6659,0.5702,NA,NA,NA,TAG52.6.FA20.5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0253,0.0266,0.0192,0.0233,0.014,0.0143,0.0152,0.0167,0.7023,0.6286,0.6473,NA,NA,NA,TAG52.6.FA22.6
0.0137,NA,0.0157,0.0142,0.0143,0.0198,0.0209,0.0146,0.0168,0.0183,0.011,0.0147,0.0161,0.0327,0.0338,0.0166,0.0285,0.0232,0.0173,0.0266,0.0215,0.2745,0.2044,0.2447,NA,NA,NA,TAG52.7.FA16.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0117,NA,NA,NA,0.011,0.101,NA,NA,NA,NA,NA,TAG52.7.FA18.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2068,0.2175,0.2068,NA,NA,NA,TAG52.7.FA20.5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2299,0.2429,0.2678,NA,NA,NA,TAG52.7.FA22.6
NA,NA,NA,NA,NA,NA,0.0128,NA,NA,NA,NA,NA,NA,NA,0.0209,NA,0.0154,NA,NA,0.0109,NA,NA,NA,NA,NA,NA,NA,TAG52.8.FA16.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1027,NA,NA,NA,TAG52.8.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163,NA,0.011,0.0149,NA,NA,NA,NA,0.7504,0.844,0.7494,NA,NA,NA,TAG53.0.FA16.0
NA,NA,NA,NA,0.009,NA,0.0155,NA,0.0097,NA,NA,0.0109,NA,0.0184,0.0169,NA,0.0188,NA,NA,0.013,NA,0.3066,0.2545,0.2639,NA,NA,NA,TAG53.1.FA16.0
0.0156,0.0135,0.0179,0.018,0.0156,0.0233,0.0191,0.0141,0.018,NA,0.01,0.0186,0.0151,0.0268,0.0261,0.0256,0.0226,0.0206,0.0163,0.0174,0.0185,0.4385,0.5231,0.4258,0.0048,NA,NA,TAG53.1.FA17.0
0.0221,0.0178,0.0163,0.0103,0.0202,0.025,0.027,0.0146,0.0144,0.0215,0.0183,0.0199,0.0172,0.0806,0.0875,0.0564,0.0674,0.0466,0.0558,0.0556,0.0481,0.2495,0.2527,0.2774,NA,0.0081,NA,TAG53.1.FA18.0
NA,0.0112,NA,NA,0.0165,0.0203,0.025,0.0141,0.015,NA,0.0148,0.0183,0.0203,0.0335,0.0338,0.023,0.0299,0.0186,0.0222,0.0224,0.0218,0.5258,0.567,0.5645,NA,NA,NA,TAG53.1.FA18.1
0.0153,0.0121,0.0219,0.0153,0.0243,0.0252,0.0342,0.0133,0.0246,0.0195,0.0143,0.0196,0.0201,0.0541,0.0508,0.0379,0.0518,0.0252,0.0319,0.0303,0.0303,0.6149,0.6396,0.6088,NA,NA,NA,TAG53.2.FA16.0
0.031,0.0265,0.0261,0.0325,0.0395,0.0386,0.049,0.033,0.0341,0.0285,0.0232,0.0354,0.0266,0.0958,0.101,0.0739,0.0697,0.0604,0.0446,0.042,0.045,1.9071,2.1692,1.9535,0.006,0.0057,NA,TAG53.2.FA17.0
0.1591,0.1676,0.1637,0.1656,0.1906,0.1777,0.232,0.1509,0.1798,0.1756,0.1687,0.1867,0.1742,0.3167,0.2915,0.2464,0.2617,0.227,0.21,0.2285,0.2124,3.1762,3.3934,3.3945,0.1155,0.1209,0.1182,TAG53.2.FA18.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3689,0.3516,0.3256,NA,NA,NA,TAG53.2.FA18.2
0.0134,0.014,0.0189,0.0182,0.0221,0.0185,0.0294,0.0156,0.0181,NA,0.0148,0.0176,0.0202,0.0448,0.0307,0.0256,0.0347,0.0274,0.0253,0.0274,0.0286,0.4509,0.4637,0.5433,NA,NA,NA,TAG53.3.FA16.0
0.0145,0.0148,0.0179,0.0185,0.0134,0.0158,NA,0.0144,0.0186,0.0144,0.009,0.0118,0.012,NA,0.0251,0.0209,0.0236,NA,0.0177,NA,0.0133,1.9428,2.1714,2.0671,NA,0.0049,NA,TAG53.3.FA17.0
