Compound,m.z,Retention.time..min.,Intensity,Mode,Y1-act-11,Y1-qui-try-11,Y1-qui-scr-11,Y2-act-11,Y2-qui-try-11,Y2-qui-scr-11,Y3-act-11,Y3-qui-try-11,Y3-qui-scr-11,O1-act-11,O1-qui-try-11,O1-qui-scr-11,O2-act-11,O2-qui-try-11,O2-qui-scr-11,O3-act-11,O3-qui-try-11,O3-qui-scr-11,Y1-act-8,Y1-qui-8,Y2-act-8,Y2-qui-8,Y3-act-8,Y3-qui-8,O1-act-8,O1-qui-8,O2-act-8,O2-qui-8,O3-act-8,O3-qui-8,Act-Adherent-1,Act-Adherent-2,Act-suspension-1,Act-suspension-2,QC1,QC2,QC3,LipidIon,FattyAcid,Class,IonFormula,RT_LS,mz_LS,mscore,tscore
12.21_738.5422m/z,738.5422,12.21,1257701.109,Accucore_C18_pos,2.8E+04,7.1E+06,8.9E+06,1.8E+04,5.4E+06,1.1E+07,1.8E+04,6.1E+06,8.1E+06,1.3E+04,1.1E+06,3.4E+06,2.8E+04,2.2E+06,2.6E+06,2.2E+04,1.4E+06,1.8E+06,1.3E+05,3.3E+06,2.4E+04,2.7E+06,3.0E+04,2.9E+06,5.8E+04,2.2E+06,3.1E+04,2.1E+06,1.2E+05,1.5E+06,2.9E+04,3.0E+04,2.7E+04,2.9E+04,1.6E+06,1.7E+06,1.7E+06,PC(14:1e/20:4)+H| PE(16:2e/19:0)+Na,(14:1e/20:4)| (16:2e/19:0),PC| PE,C42 H77 O7 N1 P1| C40 H78 O7 N1 P1 Na1,12.198| 12.1911993119089,738.54321847| 738.54081347,8.29360148877711| 8.03504397748665,3.78801735938943| 0.335156957754555
9.60_692.5209m/z,692.5209,9.60,1622926.352,Accucore_C18_pos,7.7E+05,1.0E+07,1.6E+07,5.9E+05,8.4E+06,2.7E+07,5.4E+05,8.9E+06,1.7E+07,3.0E+05,1.1E+06,4.4E+06,7.5E+05,2.1E+06,3.5E+06,4.5E+05,2.0E+06,2.8E+06,9.4E+05,6.4E+06,4.5E+05,5.9E+06,4.5E+05,6.0E+06,5.5E+05,2.3E+06,1.2E+06,5.1E+06,1.2E+06,2.8E+06,3.5E+05,4.4E+05,5.2E+05,6.1E+05,2.6E+06,2.7E+06,2.7E+06,PC(15:0/14:0)+H,(15:0/14:0),PC,C37 H75 O8 N1 P1,9.580487652,692.5224835,9.639926182,1.253550512
9.60_736.5149m/z,736.5149,9.60,254046.2736,Accucore_C18_neg,1.4E+05,1.1E+06,2.3E+06,1.1E+05,1.6E+06,2.4E+06,7.7E+04,1.0E+06,2.1E+06,2.9E+04,1.8E+05,5.4E+05,1.3E+05,3.3E+05,6.9E+05,4.7E+04,4.0E+05,4.5E+05,1.5E+05,1.1E+06,1.1E+05,1.0E+06,1.3E+05,9.3E+05,7.0E+04,3.1E+05,2.0E+05,9.9E+05,2.0E+05,4.5E+05,7.9E+04,6.4E+04,1.3E+05,1.0E+05,4.8E+05,3.7E+05,3.3E+05,PC(15:0/14:0)+HCOO,(15:0/14:0),PC,C38 H75 O10 N1 P1,9.580487652,736.5134105,15.91323627,0.856113629
9.60_714.5036m/z,714.5036,9.60,207269.7876,Accucore_C18_pos,4.2E+04,1.6E+06,2.5E+06,3.3E+04,1.3E+06,3.7E+06,2.5E+04,1.4E+06,2.6E+06,8.9E+03,6.9E+04,6.5E+05,8.7E+04,2.3E+05,4.5E+05,2.2E+04,2.5E+05,3.6E+05,5.6E+04,1.2E+06,2.5E+04,1.0E+06,4.7E+04,1.2E+06,2.8E+04,2.9E+05,1.8E+05,9.1E+05,1.7E+05,4.6E+05,2.8E+04,4.3E+04,5.2E+04,6.3E+04,3.0E+05,3.2E+05,3.5E+05,PC(15:0/14:0)+Na| PE(16:1/18:2)+H,(15:0/14:0)| (16:1/18:2),PC| PE,C37 H74 O8 N1 P1 Na1| C39 H73 O8 N1 P1,9.58048765238867| 9.42597621275607,714.50442847| 714.50683347,22.0297777786277| 20.5262067498816,1.16008984561481| 0.216891988490839
9.44_714.5053m/z,714.5053,9.44,60702.50092,Accucore_C18_pos,6.3E+03,2.3E+05,3.4E+05,5.9E+03,2.0E+05,4.3E+05,7.4E+02,2.1E+05,2.7E+05,5.6E+02,3.3E+04,1.8E+05,2.7E+04,6.2E+04,8.6E+04,7.4E+03,1.3E+05,1.6E+05,1.4E+04,3.5E+05,1.7E+04,3.1E+05,5.1E+04,4.0E+05,6.9E+03,1.3E+05,4.1E+04,2.9E+05,6.0E+04,2.2E+05,2.1E+04,2.2E+04,2.5E+04,3.3E+04,8.2E+04,9.1E+04,9.4E+04,PC(15:0/14:0)+Na| PE(16:1/18:2)+H,(15:0/14:0)| (16:1/18:2),PC| PE,C37 H74 O8 N1 P1 Na1| C39 H73 O8 N1 P1,9.58048765238867| 9.42597621275607,714.50442847| 714.50683347,22.0297777786277| 20.5262067498816,1.16008984561481| 0.216891988490839
11.23_720.5523m/z,720.5523,11.23,36116535.96,Accucore_C18_pos,4.5E+06,1.7E+08,2.3E+08,3.4E+06,1.3E+08,3.3E+08,3.2E+06,1.4E+08,2.3E+08,2.1E+06,2.5E+07,1.1E+08,4.9E+06,4.7E+07,7.3E+07,2.8E+06,4.8E+07,6.5E+07,7.0E+06,1.3E+08,2.9E+06,1.0E+08,3.5E+06,1.3E+08,3.7E+06,8.2E+07,8.9E+06,1.3E+08,1.4E+07,9.4E+07,2.2E+06,2.8E+06,3.0E+06,3.5E+06,4.5E+07,4.6E+07,4.9E+07,PC(15:0/16:0)+H,(15:0/16:0),PC,C39 H79 O8 N1 P1,11.20605589,720.5537835,9.639926182,1.044724497
11.24_764.5460m/z,764.5460,11.24,7489650.311,Accucore_C18_neg,3.1E+06,1.5E+07,2.7E+07,3.3E+06,2.0E+07,2.7E+07,2.5E+06,1.2E+07,2.1E+07,2.2E+06,4.5E+06,1.0E+07,5.0E+06,7.4E+06,1.2E+07,2.2E+06,7.6E+06,7.8E+06,2.5E+06,1.8E+07,3.4E+06,1.6E+07,4.2E+06,1.7E+07,2.3E+06,7.7E+06,5.2E+06,1.7E+07,8.0E+06,1.1E+07,3.1E+06,2.5E+06,5.2E+06,4.7E+06,7.9E+06,6.4E+06,6.1E+06,PC(15:0/16:0)+HCOO,(15:0/16:0),PC,C40 H79 O10 N1 P1,11.20605589,764.5447105,29.5160973,1.084284462
11.84_742.5364m/z,742.5364,11.84,1415003.299,Accucore_C18_pos,6.6E+05,7.5E+06,9.3E+06,7.3E+05,5.5E+06,1.3E+07,6.2E+05,5.0E+06,7.0E+06,5.7E+05,3.7E+05,1.6E+06,1.2E+06,2.1E+06,2.4E+06,6.2E+05,1.1E+06,1.4E+06,5.8E+05,6.4E+06,6.9E+05,6.0E+06,1.3E+06,6.4E+06,6.3E+05,7.0E+05,1.7E+06,2.6E+06,2.8E+06,1.4E+06,8.1E+05,9.5E+05,1.3E+06,1.5E+06,1.9E+06,2.0E+06,2.0E+06,PC(15:0/16:0)+Na| PC(15:0/18:3)+H| PE(18:0/16:0)+Na| PE(18:0/18:3)+H,(15:0/16:0)| (15:0/18:3)| (18:0/16:0)| (18:0/18:3),PC| PC| PE| PE,C39 H78 O8 N1 P1 Na1| C41 H77 O8 N1 P1| C39 H78 O8 N1 P1 Na1| C41 H77 O8 N1 P1,11.567| 11.859| 11.8489134311856| 11.8480481457993,742.53572847| 742.53813347| 742.53572847| 742.53813347,15.4782398672825| 7.37982600951921| 40.6783878858905| 27.766302785895,1.28282005939305| 3.09040513180256| 0.659473183232947| 0.229958200617387
11.24_742.5350m/z,742.5350,11.24,5346424.87,Accucore_C18_pos,8.1E+05,1.2E+07,1.2E+07,6.3E+05,1.1E+07,1.3E+07,6.1E+05,1.1E+07,1.3E+07,4.4E+05,3.9E+06,1.1E+07,1.2E+06,6.8E+06,8.9E+06,6.0E+05,6.9E+06,8.6E+06,1.2E+06,1.3E+07,6.8E+05,1.2E+07,1.2E+06,1.3E+07,7.1E+05,1.0E+07,2.0E+06,1.3E+07,3.1E+06,1.0E+07,6.4E+05,8.6E+05,8.6E+05,1.0E+06,6.5E+06,6.8E+06,7.2E+06,PC(15:0/16:0)+Na| PC(15:0/18:3)+H| PE(18:1/18:2)+H,(15:0/16:0)| (15:0/18:3)| (18:1/18:2),PC| PC| PE,C39 H78 O8 N1 P1 Na1| C41 H77 O8 N1 P1| C41 H77 O8 N1 P1,11.2060558882073| 11.2149482823244| 11.2223124192879,742.53572847| 742.53813347| 742.53813347,19.2298141080095| 15.9500787663283| 17.5385941341871,1.02202783028543| 2.99894324403772| 0.405120485400139
9.77_718.5365m/z,718.5365,9.77,14172204.92,Accucore_C18_pos,6.4E+06,6.4E+07,9.3E+07,5.6E+06,5.1E+07,1.6E+08,5.4E+06,5.3E+07,9.1E+07,5.6E+06,9.3E+06,3.5E+07,7.2E+06,1.8E+07,2.5E+07,6.1E+06,1.8E+07,2.2E+07,6.9E+06,3.6E+07,5.0E+06,3.3E+07,6.1E+06,3.6E+07,6.0E+06,2.4E+07,9.0E+06,4.7E+07,1.1E+07,3.3E+07,4.9E+06,6.3E+06,5.2E+06,7.0E+06,1.7E+07,1.8E+07,1.8E+07,PC(15:0/16:1)+H,(15:0/16:1),PC,C39 H77 O8 N1 P1,9.761469255,718.5381335,9.639926182,0.701774067
10.29_718.5364m/z,718.5364,10.29,1373819.695,Accucore_C18_pos,4.9E+05,1.2E+07,1.6E+07,4.9E+05,9.1E+06,2.4E+07,4.7E+05,1.0E+07,1.5E+07,3.4E+05,8.2E+05,3.0E+06,7.0E+05,2.5E+06,3.3E+06,5.3E+05,1.8E+06,2.7E+06,5.8E+05,1.2E+07,4.1E+05,9.9E+06,5.2E+05,1.1E+07,4.5E+05,1.6E+06,1.2E+06,4.6E+06,1.2E+06,2.2E+06,3.4E+05,4.8E+05,4.9E+05,6.5E+05,2.8E+06,3.3E+06,3.5E+06,PC(15:0/16:1)+H,(15:0/16:1),PC,C39 H77 O8 N1 P1,10.24226508,718.5381335,9.639926182,1.1478054
12.36_718.5367m/z,718.5367,12.36,12322647.18,Accucore_C18_pos,7.0E+06,2.1E+07,2.6E+07,6.4E+06,1.6E+07,3.3E+07,6.5E+06,2.0E+07,2.6E+07,5.7E+06,8.0E+06,2.4E+07,1.2E+07,9.3E+06,1.2E+07,6.9E+06,1.1E+07,1.4E+07,9.0E+06,4.1E+07,7.7E+06,3.2E+07,1.3E+07,4.0E+07,8.1E+06,1.6E+07,1.5E+07,2.1E+07,2.2E+07,1.8E+07,8.7E+06,1.0E+07,1.0E+07,1.2E+07,1.2E+07,1.2E+07,1.2E+07,PC(15:0/16:1)+H| PE(16:0/18:1)+H,(15:0/16:1)| (16:0/18:1),PC| PE,C39 H77 O8 N1 P1| C39 H77 O8 N1 P1,12.326| 12.3421647962808,718.53813347| 718.53813347,7.90173029316797| 35.5391381713258,3.47736610018426| 0.379658374696734
9.80_762.5304m/z,762.5304,9.80,2108779.023,Accucore_C18_neg,1.2E+06,6.0E+06,1.0E+07,1.1E+06,8.1E+06,1.1E+07,9.1E+05,4.9E+06,8.8E+06,8.5E+05,1.6E+06,3.2E+06,1.4E+06,2.8E+06,4.3E+06,9.0E+05,3.0E+06,2.9E+06,1.1E+06,4.5E+06,1.2E+06,4.6E+06,9.6E+05,4.1E+06,9.3E+05,2.6E+06,1.5E+06,7.2E+06,1.6E+06,4.3E+06,1.0E+06,9.3E+05,1.2E+06,1.2E+06,2.8E+06,2.2E+06,2.1E+06,PC(15:0/16:1)+HCOO,(15:0/16:1),PC,C40 H77 O10 N1 P1,9.761469255,762.5290605,22.83389484,0.376998772
10.24_762.5308m/z,762.5308,10.24,58673.52022,Accucore_C18_neg,1.9E+04,5.8E+05,1.0E+06,3.7E+04,7.2E+05,1.0E+06,1.6E+04,4.9E+05,1.0E+06,7.7E+03,4.2E+04,1.5E+05,2.5E+04,1.2E+05,2.3E+05,1.3E+04,1.2E+05,1.4E+05,2.4E+04,9.2E+05,2.3E+04,5.3E+05,8.4E+03,4.8E+05,1.2E+04,6.5E+04,5.2E+04,3.7E+05,3.7E+04,1.2E+05,1.3E+04,1.0E+04,3.1E+04,3.5E+04,2.1E+05,1.5E+05,1.6E+05,PC(15:0/16:1)+HCOO,(15:0/16:1),PC,C40 H77 O10 N1 P1,10.24226508,762.5290605,15.15589241,0.821605772
9.77_740.5185m/z,740.5185,9.77,1792984.244,Accucore_C18_pos,4.4E+05,1.0E+07,1.4E+07,3.9E+05,8.1E+06,2.0E+07,3.7E+05,8.5E+06,1.4E+07,3.8E+05,9.5E+05,5.4E+06,5.7E+05,2.4E+06,3.6E+06,4.5E+05,2.4E+06,3.1E+06,6.2E+05,5.6E+06,4.2E+05,5.3E+06,7.5E+05,5.9E+06,4.6E+05,3.6E+06,8.1E+05,7.8E+06,1.2E+06,5.2E+06,4.2E+05,6.0E+05,4.4E+05,6.3E+05,2.0E+06,2.2E+06,2.3E+06,PC(15:0/16:1)+Na,(15:0/16:1),PC,C39 H76 O8 N1 P1 Na1,9.761469255,740.5200785,19.92839003,0.667753734
10.17_740.5202m/z,740.5202,10.17,1224232.215,Accucore_C18_pos,5.2E+05,7.2E+06,8.9E+06,5.5E+05,5.5E+06,1.3E+07,4.9E+05,5.2E+06,7.2E+06,4.4E+05,3.9E+05,1.6E+06,1.1E+06,2.0E+06,2.5E+06,5.4E+05,1.1E+06,1.4E+06,4.6E+05,5.8E+06,5.1E+05,6.2E+06,9.2E+05,6.3E+06,4.9E+05,7.0E+05,1.7E+06,2.6E+06,2.3E+06,1.4E+06,5.5E+05,6.9E+05,9.0E+05,1.1E+06,1.8E+06,2.0E+06,2.1E+06,PC(15:0/16:1)+Na| PE(16:1/20:3)+H,(15:0/16:1)| (16:1/20:3),PC| PE,C39 H76 O8 N1 P1 Na1| C41 H75 O8 N1 P1,10.2422650841723| 10.1615532302057,740.52007847| 740.52248347,17.4101456390537| 32.7167281325928,0.963741400453124| 0.100014802007614
13.87_746.5676m/z,746.5676,13.87,64.02073349,Accucore_C18_pos,5.3E-01,1.4E+05,1.7E+05,0.0E+00,6.5E+04,3.1E+05,0.0E+00,6.0E+04,1.3E+05,0.0E+00,7.1E+01,4.5E+01,1.3E+01,1.2E+03,7.4E+02,3.1E+00,2.4E+02,2.2E+03,0.0E+00,7.7E+01,5.8E+00,1.4E+03,5.7E+01,1.9E+02,0.0E+00,3.7E+01,1.4E+02,4.0E+04,0.0E+00,1.8E+03,0.0E+00,5.0E-02,1.4E+00,3.8E+01,4.6E+02,7.6E+02,2.4E+02,PC(15:0/18:1)+H,(15:0/18:1),PC,C41 H81 O8 N1 P1,13.724,746.5694335,9.639926182,2.753441777
11.22_746.5676m/z,746.5676,11.22,85540572.8,Accucore_C18_pos,1.2E+07,4.7E+08,6.1E+08,9.7E+06,3.6E+08,8.7E+08,9.1E+06,3.6E+08,5.8E+08,6.1E+06,5.3E+07,2.3E+08,1.4E+07,1.3E+08,1.8E+08,7.9E+06,1.2E+08,1.5E+08,1.2E+07,2.2E+08,6.6E+06,2.2E+08,7.8E+06,2.4E+08,1.0E+07,1.5E+08,2.2E+07,2.9E+08,3.9E+07,2.1E+08,6.0E+06,7.7E+06,8.8E+06,1.0E+07,1.1E+08,1.1E+08,1.2E+08,PC(15:0/18:1)+H| PE(18:0/18:1)+H,(15:0/18:1)| (18:0/18:1),PC| PE,C41 H81 O8 N1 P1| C41 H81 O8 N1 P1,11.1956045639608| 11.189135504424,746.56943347| 746.56943347,9.63992618206073| 5.66409172827851,0.327493074479403| 2.29293029725432
14.44_746.5680m/z,746.5680,14.44,4082293.585,Accucore_C18_pos,5.4E+06,2.9E+06,3.8E+06,4.7E+06,2.1E+06,5.0E+06,4.7E+06,2.7E+06,3.5E+06,3.4E+06,1.4E+06,4.7E+06,5.9E+06,1.2E+06,1.6E+06,4.0E+06,1.8E+06,2.2E+06,4.3E+06,4.4E+06,4.0E+06,3.6E+06,6.7E+06,4.9E+06,3.8E+06,3.3E+06,5.5E+06,3.1E+06,8.7E+06,4.1E+06,4.6E+06,5.7E+06,5.6E+06,6.6E+06,3.0E+06,3.1E+06,3.2E+06,PC(15:0/18:1)+H| PE(19:1/17:0)+H,(15:0/18:1)| (19:1/17:0),PC| PE,C41 H81 O8 N1 P1| C41 H81 O8 N1 P1,14.4283704691759| 14.4379738402921,746.56943347| 746.56943347,7.94658300898154| 30.6418574069549,3.1770572229963| 1.27547770274567
11.22_790.5616m/z,790.5616,11.22,10456440.59,Accucore_C18_neg,2.2E+06,2.8E+07,4.7E+07,1.9E+06,3.6E+07,5.0E+07,1.5E+06,2.4E+07,4.1E+07,1.0E+06,7.8E+06,1.7E+07,2.5E+06,1.3E+07,2.2E+07,1.2E+06,1.5E+07,1.4E+07,1.9E+06,2.0E+07,1.6E+06,2.0E+07,1.4E+06,2.0E+07,1.7E+06,1.3E+07,3.1E+06,3.2E+07,4.6E+06,2.0E+07,1.4E+06,1.2E+06,2.1E+06,1.8E+06,1.3E+07,1.0E+07,9.9E+06,PC(15:0/18:1)+HCOO,(15:0/18:1),PC,C42 H81 O10 N1 P1,11.19560456,790.5603605,22.67992907,0.677451281
11.24_768.5499m/z,768.5499,11.24,12595356.1,Accucore_C18_pos,1.6E+06,3.2E+07,3.2E+07,1.3E+06,3.0E+07,3.1E+07,1.2E+06,3.0E+07,3.2E+07,9.5E+05,8.1E+06,2.3E+07,2.5E+06,1.8E+07,2.2E+07,1.3E+06,1.7E+07,2.0E+07,2.2E+06,2.2E+07,1.5E+06,2.4E+07,2.6E+06,2.3E+07,1.7E+06,2.0E+07,3.6E+06,2.7E+07,7.0E+06,2.4E+07,1.5E+06,2.0E+06,1.8E+06,2.1E+06,1.5E+07,1.6E+07,1.7E+07,PC(15:0/18:1)+Na,(15:0/18:1),PC,C41 H80 O8 N1 P1 Na1,11.19560456,768.5513785,21.58397457,0.248785074
11.80_768.5519m/z,768.5519,11.80,6903819.121,Accucore_C18_pos,4.3E+06,2.2E+07,2.7E+07,4.5E+06,1.7E+07,3.7E+07,4.1E+06,1.5E+07,2.1E+07,4.4E+06,1.7E+06,6.9E+06,8.2E+06,6.9E+06,7.8E+06,4.4E+06,3.6E+06,4.8E+06,3.3E+06,1.9E+07,3.8E+06,1.9E+07,7.2E+06,2.0E+07,3.8E+06,2.9E+06,9.7E+06,7.9E+06,1.7E+07,6.1E+06,4.2E+06,5.0E+06,6.9E+06,8.0E+06,6.6E+06,7.0E+06,7.2E+06,PC(15:0/18:1)+Na| PC(15:0/20:4)+H| PE(18:1/20:3)+H,(15:0/18:1)| (15:0/20:4)| (18:1/20:3),PC| PC| PE,C41 H80 O8 N1 P1 Na1| C43 H79 O8 N1 P1| C43 H79 O8 N1 P1,11.8146188740687| 11.799| 11.7930729995189,768.55137847| 768.55378347| 768.55378347,13.3885787896865| 18.9826406522288| 37.7576580361067,0.546375777445604| 2.30543952798548| 0.267753958636603
12.33_768.5517m/z,768.5517,12.33,14336923.24,Accucore_C18_pos,7.2E+06,1.2E+07,1.5E+07,4.9E+06,9.8E+06,1.9E+07,6.1E+06,1.4E+07,1.7E+07,6.2E+06,1.5E+07,4.2E+07,1.0E+07,9.5E+06,1.2E+07,6.4E+06,1.4E+07,1.8E+07,1.7E+07,2.0E+07,1.1E+07,1.6E+07,2.0E+07,2.2E+07,1.1E+07,2.7E+07,8.2E+06,1.6E+07,1.8E+07,2.6E+07,1.2E+07,1.5E+07,7.6E+06,9.0E+06,1.0E+07,1.1E+07,1.1E+07,PC(15:0/18:1)+Na| PE(18:0/18:1)+Na| PE(18:0/20:4)+H,(15:0/18:1)| (18:0/18:1)| (18:0/20:4),PC| PE| PE,C41 H80 O8 N1 P1 Na1| C41 H80 O8 N1 P1 Na1| C43 H79 O8 N1 P1,12.3093739273144| 12.3256514656562| 12.3280368064407,768.55137847| 768.55137847| 768.55378347,3.63082113099122| 25.271657000771| 49.2488400182815,1.35326424337344| 0.781625637224071| 0.295182708030063
10.79_770.5673m/z,770.5673,10.79,2081500.498,Accucore_C18_pos,2.6E+05,1.8E+07,2.9E+07,2.3E+05,1.4E+07,4.4E+07,2.3E+05,1.2E+07,2.3E+07,1.8E+05,7.3E+05,4.6E+06,4.8E+05,4.1E+06,5.6E+06,2.1E+05,2.2E+06,2.9E+06,2.8E+05,1.8E+07,1.9E+05,1.6E+07,3.1E+05,1.9E+07,3.0E+05,2.0E+06,9.6E+05,8.3E+06,2.1E+06,4.7E+06,1.3E+05,2.1E+05,2.3E+05,2.6E+05,3.4E+06,3.6E+06,3.6E+06,PC(15:0/20:3)+H,(15:0/20:3),PC,C43 H81 O8 N1 P1,10.7893158,770.5694335,16.1393897,0.469085164
10.79_814.5614m/z,814.5614,10.79,192023.3054,Accucore_C18_neg,1.9E+04,1.3E+06,2.2E+06,2.2E+04,1.7E+06,2.4E+06,1.4E+04,9.6E+05,1.7E+06,9.0E+03,8.5E+04,2.7E+05,5.3E+04,5.5E+05,8.5E+05,1.0E+04,3.4E+05,3.2E+05,8.5E+03,1.4E+06,1.6E+04,1.3E+06,1.4E+04,1.3E+06,1.7E+04,1.6E+05,9.9E+04,1.2E+06,2.2E+05,5.3E+05,7.2E+03,7.5E+03,2.8E+04,2.0E+04,4.8E+05,3.8E+05,3.6E+05,PC(15:0/20:3)+HCOO,(15:0/20:3),PC,C44 H81 O10 N1 P1,10.7893158,814.5603605,12.06133777,0.479782795
10.80_792.5501m/z,792.5501,10.80,637007.9932,Accucore_C18_pos,7.4E+04,3.1E+06,3.9E+06,7.9E+04,2.8E+06,4.4E+06,6.9E+04,2.6E+06,3.5E+06,8.6E+04,3.5E+05,1.4E+06,1.7E+05,1.2E+06,1.5E+06,8.4E+04,7.2E+05,9.3E+05,2.6E+05,2.4E+06,1.5E+05,2.7E+06,3.2E+05,2.5E+06,1.3E+05,8.0E+05,2.3E+05,2.0E+06,5.6E+05,1.3E+06,1.5E+05,2.1E+05,9.4E+04,1.5E+05,8.7E+05,9.2E+05,9.4E+05,PC(15:0/20:3)+Na| PC(15:0/22:6)+H,(15:0/20:3)| (15:0/22:6),PC| PC,C43 H80 O8 N1 P1 Na1| C45 H79 O8 N1 P1,10.7893158006284| 10.7975066341484,792.55137847| 792.55378347,13.5740815796396| 16.2668700028749,0.488947059393057| 2.50693470252092
9.60_768.5517m/z,768.5517,9.60,3302358.55,Accucore_C18_pos,2.7E+04,1.1E+07,1.7E+07,8.0E+03,9.5E+06,2.9E+07,1.6E+04,1.2E+07,2.1E+07,1.3E+04,2.5E+06,9.8E+06,4.3E+04,4.6E+06,6.3E+06,1.8E+04,4.1E+06,4.9E+06,3.6E+05,6.5E+06,9.1E+04,5.3E+06,1.6E+05,6.6E+06,1.2E+05,7.6E+06,1.4E+05,9.2E+06,5.0E+05,8.6E+06,3.9E+04,6.8E+04,1.5E+04,1.4E+04,3.1E+06,3.2E+06,3.3E+06,PC(15:0/20:4)+H,(15:0/20:4),PC,C43 H79 O8 N1 P1,9.566215365,768.5537835,13.05428065,0.7820694
9.60_812.5465m/z,812.5465,9.60,656555.4799,Accucore_C18_neg,2.4E+03,1.3E+06,2.7E+06,1.6E+03,2.0E+06,2.8E+06,1.1E+03,1.4E+06,2.7E+06,1.3E+03,5.2E+05,1.3E+06,1.4E+04,8.0E+05,1.4E+06,2.3E+03,8.2E+05,8.0E+05,4.3E+04,1.1E+06,1.1E+04,9.0E+05,1.4E+04,1.0E+06,7.3E+03,1.0E+06,2.2E+04,1.9E+06,8.1E+04,1.5E+06,3.4E+03,2.1E+03,4.8E+03,1.5E+03,5.7E+05,4.3E+05,4.1E+05,PC(15:0/20:4)+HCOO,(15:0/20:4),PC,C44 H79 O10 N1 P1,9.566215365,812.5447105,43.68138468,0.144176772
9.60_790.5341m/z,790.5341,9.60,282466.1516,Accucore_C18_pos,0.0E+00,1.5E+06,2.4E+06,0.0E+00,1.2E+06,3.6E+06,0.0E+00,1.6E+06,2.9E+06,0.0E+00,1.8E+05,1.3E+06,5.7E+03,4.1E+05,6.9E+05,0.0E+00,3.9E+05,5.3E+05,1.8E+04,8.4E+05,0.0E+00,6.1E+05,2.8E+04,9.0E+05,6.1E+02,9.4E+05,1.2E+03,1.3E+06,1.7E+04,1.1E+06,3.8E+03,5.0E+03,5.3E+02,6.5E+02,2.5E+05,2.8E+05,3.0E+05,PC(15:0/20:4)+Na,(15:0/20:4),PC,C43 H78 O8 N1 P1 Na1,9.566215365,790.5357285,20.9776372,0.5346064
8.75_766.5367m/z,766.5367,8.75,280605.22,Accucore_C18_pos,5.6E+02,2.2E+06,3.1E+06,0.0E+00,1.5E+06,5.5E+06,0.0E+00,1.6E+06,3.0E+06,6.6E+02,2.4E+05,1.4E+06,1.3E+03,6.2E+05,8.5E+05,0.0E+00,5.0E+05,7.6E+05,9.5E+04,6.6E+05,2.3E+04,3.2E+05,8.7E+04,5.3E+05,7.1E+02,5.6E+05,6.2E+02,1.2E+06,3.8E+04,1.1E+06,5.4E+03,1.8E+04,3.2E+03,4.5E+03,3.3E+05,3.6E+05,4.0E+05,PC(15:0/20:5)+H,(15:0/20:5),PC,C43 H77 O8 N1 P1,8.749080401,766.5381335,9.639926182,0.867441582
12.03_798.5973m/z,798.5973,12.03,2521380.419,Accucore_C18_pos,6.2E+05,1.6E+07,2.1E+07,4.4E+05,1.3E+07,3.1E+07,4.5E+05,1.1E+07,1.8E+07,2.1E+05,8.8E+05,4.4E+06,8.2E+05,3.6E+06,4.8E+06,3.4E+05,3.0E+06,3.8E+06,6.4E+05,9.0E+06,3.5E+05,9.0E+06,4.7E+05,9.0E+06,4.5E+05,2.5E+06,1.1E+06,1.2E+07,2.5E+06,7.5E+06,2.4E+05,3.7E+05,3.9E+05,5.0E+05,3.9E+06,4.0E+06,4.0E+06,PC(15:0/22:3)+H,(15:0/22:3),PC,C45 H85 O8 N1 P1,12.03159966,798.6007335,18.88835774,0.1469842
12.05_842.5922m/z,842.5922,12.05,157169.7824,Accucore_C18_neg,6.7E+04,7.4E+05,1.1E+06,6.7E+04,9.4E+05,1.2E+06,4.3E+04,5.2E+05,9.1E+05,7.2E+04,8.5E+04,1.9E+05,1.2E+05,2.9E+05,4.2E+05,4.5E+04,2.5E+05,2.4E+05,7.2E+04,5.2E+05,9.2E+04,5.2E+05,7.4E+04,4.7E+05,6.4E+04,1.1E+05,1.3E+05,1.0E+06,1.9E+05,5.0E+05,6.5E+04,5.6E+04,7.2E+04,7.2E+04,3.0E+05,2.6E+05,2.5E+05,PC(15:0/22:3)+HCOO,(15:0/22:3),PC,C46 H85 O10 N1 P1,12.03159966,842.5916605,3.935163352,0.600561262
12.00_820.5828m/z,820.5828,12.00,67589.31,Accucore_C18_pos,1.9E+04,6.0E+05,5.4E+05,5.1E+03,5.4E+05,5.3E+05,7.3E+03,5.2E+05,4.6E+05,2.5E+04,1.4E+04,1.1E+05,1.7E+04,1.6E+05,1.8E+05,2.5E+04,1.1E+05,1.2E+05,5.7E+04,2.1E+05,1.7E+04,2.2E+05,2.5E+04,1.9E+05,2.7E+04,7.8E+04,5.2E+04,5.4E+05,4.2E+04,3.1E+05,2.2E+04,3.9E+04,9.6E+03,1.5E+04,1.7E+05,2.0E+05,2.1E+05,PC(15:0/22:3)+Na| PC(17:0/22:6)+H,(15:0/22:3)| (17:0/22:6),PC| PC,C45 H84 O8 N1 P1 Na1| C47 H83 O8 N1 P1,12.0315996571355| 11.9840536834674,820.58267847| 820.58508347,12.5847686947469| 21.9649866728135,0.0809720500248634| 1.90638507626596
