LipidIon,Class,FattyAcid,FA1,FA2,FA3,FA4,mScore,tScore,Mode,CalcMz,IonFormula,RT,Intensity,1O3_A,3O3_E,5O3_F,7O3_M,9O3_N,11O3_P,13O5_A,15O5_E,17O5_F,19O5_M,21O5_N,23O5_P,25O7_A,27O7_E,29O7_F,31O7_M,33O7_N,35O7_P,37O8_A,39O8_E,41O8_F,43O8_M,45O8_N,47O8_P,49PBS_1,51PBS_2,53PBS_3,55QC_1,57QC_2,59QC_3,61QC_4,63Y3_A,65Y3_E,67Y3_F,69Y3_M,71Y3_N,73Y3_P,75Y4_A,77Y4_E,79Y4_F,81Y4_M,83Y4_N,85Y4_P,87Y5_A,89Y5_E,91Y5_F,93Y5_M,95Y5_N,97Y5_P,99Y6_A,101Y6_E,103Y6_F,105Y6_M,107Y6_N,109Y6_P
PE(18:1/18:3)-H,PE,(18:1/18:3),(18:1),(18:3),,,18.3,0.1,Accucore_C18_neg,738.5079,C41 H73 O8 N1 P1,9.28,4.2E+05,4.0E+05,5.6E+04,2.5E+06,2.6E+05,1.2E+06,9.2E+05,1.4E+06,1.1E+05,9.6E+05,2.9E+05,1.7E+05,7.5E+05,1.9E+05,8.2E+05,8.5E+05,6.5E+05,2.4E+05,3.3E+05,2.7E+05,3.4E+05,1.0E+06,4.8E+04,7.5E+05,1.2E+05,0.0E+00,0.0E+00,0.0E+00,5.6E+04,5.1E+05,2.0E+05,4.7E+05,4.5E+05,4.4E+05,1.3E+05,3.5E+05,1.1E+06,3.7E+05,1.6E+05,4.2E+05,4.4E+05,9.8E+05,5.6E+05,5.0E+05,4.3E+05,2.0E+05,9.9E+05,1.4E+06,6.0E+05,1.0E+06,2.0E+05,2.6E+05,3.1E+05,8.4E+05,2.3E+05,7.8E+05
CL(20:4/18:0/18:0/20:4)-2H,CL,(20:4/18:0/18:0/20:4),(20:4),(18:0),(18:0),(20:4),25.9,12.5,Accucore_C18_neg,751.5101,C85 H148 O17 P2,9.28,1.1E+07,7.1E+06,6.7E+06,1.1E+07,5.0E+06,1.6E+07,1.2E+07,1.6E+07,1.9E+07,8.2E+06,8.1E+06,1.2E+07,1.2E+07,6.2E+06,1.2E+07,9.4E+06,7.7E+06,8.6E+06,1.2E+07,7.9E+06,8.7E+06,4.8E+06,2.7E+06,1.1E+07,5.0E+06,0.0E+00,0.0E+00,0.0E+00,1.2E+07,1.2E+07,1.3E+07,1.2E+07,1.7E+07,1.7E+07,1.8E+07,9.0E+06,2.1E+07,1.0E+07,9.9E+06,1.0E+07,1.9E+07,7.8E+06,1.5E+07,9.9E+06,1.9E+07,1.7E+07,1.0E+07,2.0E+07,2.3E+07,1.3E+07,9.9E+06,9.6E+06,1.0E+07,1.4E+07,1.6E+07,1.1E+07
PC(18:1/18:3)+H,PC,(18:1/18:3),(18:1),(18:3),,,19.9,0.4,Accucore_C18_pos,782.5694,C44 H81 O8 N1 P1,9.30,9.3E+06,3.3E+06,6.6E+07,9.2E+06,7.4E+06,3.9E+06,2.0E+06,1.1E+06,1.8E+07,3.4E+07,6.5E+07,1.6E+06,1.9E+07,2.2E+07,1.8E+07,2.1E+07,8.7E+05,3.8E+06,1.1E+06,1.8E+06,1.6E+07,1.9E+07,1.1E+07,1.2E+06,8.4E+05,8.8E+03,7.7E+03,4.8E+03,5.0E+07,5.2E+07,1.1E+06,9.3E+06,1.3E+06,2.6E+07,1.3E+07,6.9E+05,4.6E+07,2.3E+07,8.4E+06,2.2E+07,3.5E+07,2.5E+06,2.5E+06,3.8E+06,1.9E+07,2.7E+07,2.2E+07,5.8E+07,1.1E+07,4.8E+06,5.1E+05,3.5E+07,7.6E+07,6.6E+05,7.1E+05,2.9E+07
PC(18:1/18:3)+Na,PC,(18:1/18:3),(18:1),(18:3),,,17.1,0.5,Accucore_C18_pos,804.5514,C44 H80 O8 N1 P1 Na1,9.30,6.7E+05,4.4E+05,1.4E+07,1.8E+06,6.8E+05,4.6E+05,3.2E+05,5.8E+05,4.3E+06,2.6E+06,1.3E+06,6.6E+05,3.4E+05,9.1E+05,4.7E+06,4.8E+06,2.0E+06,6.2E+05,6.8E+05,1.1E+05,3.4E+06,1.8E+06,1.8E+05,4.2E+05,7.2E+05,3.0E+04,3.5E+04,2.9E+04,1.5E+05,5.8E+05,5.6E+04,8.4E+05,3.9E+06,9.8E+06,3.8E+05,7.6E+04,2.6E+05,6.6E+06,6.5E+05,6.0E+06,5.7E+06,2.8E+05,1.9E+06,4.0E+04,6.4E+05,5.3E+06,2.8E+06,6.7E+05,6.7E+05,4.7E+05,1.6E+06,1.4E+07,9.1E+05,2.4E+05,1.2E+05,2.3E+05
PC(18:1/18:3)+HCOO,PC,(18:1/18:3),(18:1),(18:3),,,11.6,0.2,Accucore_C18_neg,826.5604,C45 H81 O10 N1 P1,9.30,4.4E+05,1.8E+05,9.4E+06,4.1E+06,3.5E+05,3.4E+05,2.1E+05,1.8E+06,4.6E+05,9.9E+04,1.2E+06,1.2E+05,1.2E+05,6.4E+05,2.1E+06,6.4E+05,1.9E+05,4.4E+05,4.8E+05,2.5E+05,2.3E+06,3.1E+05,1.0E+06,1.8E+05,2.5E+05,0.0E+00,0.0E+00,0.0E+00,1.6E+05,2.5E+05,9.3E+05,3.3E+05,1.7E+05,2.0E+06,1.7E+06,4.8E+06,7.2E+06,3.1E+06,4.7E+05,1.9E+06,1.4E+06,5.1E+05,3.0E+05,5.4E+05,3.0E+05,2.3E+06,4.9E+05,3.2E+05,7.9E+06,4.4E+05,7.4E+04,2.5E+06,3.6E+05,1.6E+05,5.1E+05,1.2E+05
PS(17:1/18:3)-H,PS,(17:1/18:3),(17:1),(18:3),,,4.0,0.4,Accucore_C18_neg,768.4821,C41 H71 O10 N1 P1,9.31,3.8E+05,3.5E+05,4.7E+05,3.0E+05,5.8E+04,9.3E+05,3.4E+05,8.0E+05,1.5E+06,4.1E+05,7.6E+04,4.6E+05,3.7E+05,4.2E+04,5.9E+05,3.9E+05,1.2E+05,4.1E+05,3.8E+05,9.7E+04,4.8E+05,3.6E+04,0.0E+00,1.8E+05,9.0E+04,0.0E+00,0.0E+00,0.0E+00,8.0E+04,6.3E+05,4.2E+05,5.6E+05,6.5E+05,1.1E+06,1.1E+06,2.1E+05,1.0E+06,2.4E+05,2.8E+05,4.3E+05,1.1E+06,1.6E+05,5.3E+05,1.9E+05,8.7E+05,1.1E+06,3.7E+05,2.9E+05,1.4E+06,5.2E+05,1.4E+05,7.8E+05,2.5E+05,3.8E+05,5.2E+05,4.9E+05
CL(17:1/15:0/16:1/20:0)-2H,CL,(17:1/15:0/16:1/20:0),(17:1),(15:0),(16:1),(20:0),20.7,12.4,Accucore_C18_neg,701.4945,C77 H144 O17 P2,9.33,2.2E+06,1.3E+06,1.7E+06,2.3E+06,5.1E+05,3.1E+06,2.1E+06,3.3E+06,6.4E+06,2.0E+06,1.5E+06,2.2E+06,2.4E+06,1.1E+06,3.9E+06,2.0E+06,9.9E+05,1.5E+06,2.1E+06,1.2E+06,2.6E+06,8.8E+05,2.5E+05,1.8E+06,5.7E+05,0.0E+00,0.0E+00,0.0E+00,2.6E+06,2.2E+06,3.1E+06,2.6E+06,2.9E+06,5.5E+06,4.3E+06,1.1E+06,4.7E+06,1.9E+06,2.0E+06,3.5E+06,4.9E+06,9.3E+05,3.8E+06,1.6E+06,4.2E+06,5.8E+06,2.6E+06,3.4E+06,5.8E+06,2.6E+06,2.1E+06,2.8E+06,2.8E+06,2.0E+06,3.4E+06,2.2E+06
PC(14:0e/18:2)+H,PC,(14:0e/18:2),(14:0e),(18:2),,,10.6,0.3,Accucore_C18_pos,716.5589,C40 H79 O7 N1 P1,9.33,4.2E+06,1.5E+06,2.8E+05,2.7E+06,3.5E+06,1.7E+06,4.1E+06,5.5E+06,7.4E+06,3.7E+06,6.0E+06,8.4E+05,5.6E+06,1.7E+06,8.4E+06,3.3E+06,5.4E+06,2.8E+06,4.7E+06,7.1E+05,4.2E+06,2.0E+06,2.4E+06,1.2E+06,2.6E+06,3.6E+04,3.8E+04,8.8E+04,2.4E+06,4.9E+06,4.9E+06,5.3E+06,5.2E+06,1.1E+07,1.6E+06,5.0E+06,1.8E+06,5.9E+06,5.5E+06,9.2E+06,2.4E+06,3.1E+06,6.4E+06,4.5E+06,5.9E+06,9.3E+06,4.1E+06,6.8E+06,5.7E+06,5.5E+06,4.6E+06,4.2E+06,1.9E+06,1.2E+06,4.5E+06,4.7E+06
PE(17:1/16:1)+H,PE,(17:1/16:1),(17:1),(16:1),,,33.8,0.4,Accucore_C18_pos,702.5068,C38 H73 O8 N1 P1,9.34,9.5E+06,5.4E+06,9.4E+06,9.4E+06,2.5E+06,1.5E+07,7.9E+06,1.3E+07,2.4E+07,7.6E+06,7.3E+06,9.5E+06,9.8E+06,5.1E+06,1.4E+07,8.1E+06,4.2E+06,8.2E+06,9.5E+06,4.7E+06,9.0E+06,3.8E+06,1.2E+06,7.8E+06,2.8E+06,6.6E+03,1.3E-02,0.0E+00,1.3E+07,1.1E+07,1.2E+07,1.2E+07,1.2E+07,2.4E+07,1.8E+07,6.5E+06,2.2E+07,8.3E+06,9.7E+06,1.6E+07,1.8E+07,4.2E+06,1.6E+07,8.5E+06,1.5E+07,2.7E+07,1.4E+07,1.6E+07,2.6E+07,1.2E+07,8.2E+06,1.4E+07,1.2E+07,9.1E+06,1.6E+07,1.0E+07
PE(17:1/16:1)-H,PE,(17:1/16:1),(17:1),(16:1),,,21.3,0.2,Accucore_C18_neg,700.4923,C38 H71 O8 N1 P1,9.34,5.3E+06,3.1E+06,5.2E+06,5.1E+06,1.7E+06,7.1E+06,5.2E+06,8.9E+06,1.3E+07,4.7E+06,3.3E+06,5.0E+06,5.6E+06,2.9E+06,8.8E+06,4.6E+06,3.0E+06,4.1E+06,5.3E+06,3.3E+06,5.8E+06,2.3E+06,5.7E+05,4.7E+06,2.2E+06,0.0E+00,0.0E+00,0.0E+00,6.1E+06,6.8E+06,6.6E+06,6.0E+06,6.9E+06,1.3E+07,9.3E+06,3.8E+06,1.3E+07,3.9E+06,4.8E+06,8.1E+06,1.3E+07,2.5E+06,8.1E+06,5.3E+06,9.5E+06,1.3E+07,6.6E+06,6.9E+06,1.4E+07,6.8E+06,4.5E+06,7.5E+06,5.9E+06,5.3E+06,8.4E+06,6.2E+06
PE(17:1/16:1)+Na,PE,(17:1/16:1),(17:1),(16:1),,,25.3,0.3,Accucore_C18_pos,724.4888,C38 H72 O8 N1 P1 Na1,9.34,1.4E+06,8.4E+05,8.9E+05,1.4E+06,2.7E+05,1.7E+06,1.2E+06,2.3E+06,3.4E+06,1.1E+06,6.7E+05,1.2E+06,1.7E+06,7.1E+05,2.5E+06,9.2E+05,5.1E+05,9.9E+05,1.5E+06,8.4E+05,1.2E+06,2.6E+05,5.5E+04,1.1E+06,2.1E+05,0.0E+00,0.0E+00,0.0E+00,2.1E+06,1.8E+06,1.7E+06,1.6E+06,1.9E+06,3.6E+06,3.6E+06,5.4E+05,3.6E+06,1.0E+06,9.6E+05,2.0E+06,3.3E+06,5.4E+05,1.4E+06,1.0E+06,2.3E+06,4.2E+06,1.6E+06,2.7E+06,4.0E+06,2.1E+06,9.5E+05,1.9E+06,1.9E+06,1.1E+06,2.2E+06,1.6E+06
PI(19:1/20:4)-H,PI,(19:1/20:4),(19:1),(20:4),,,18.0,0.2,Accucore_C18_neg,897.5499,C48 H82 O13 N0 P1,9.34,1.1E+06,8.1E+05,3.0E+05,7.4E+05,1.1E+06,1.3E+06,3.2E+05,5.4E+05,5.2E+05,1.8E+06,1.5E+06,1.5E+06,1.3E+06,1.4E+06,8.5E+05,2.1E+06,9.1E+05,1.4E+06,6.9E+05,3.7E+05,3.8E+05,1.4E+06,8.8E+05,9.0E+05,5.4E+05,1.1E+05,6.9E+04,1.0E+05,1.1E+06,1.3E+06,1.3E+06,9.1E+05,6.8E+05,1.1E+06,1.5E+06,2.0E+06,2.0E+06,1.7E+06,1.7E+06,7.1E+05,1.6E+06,7.2E+05,1.7E+06,9.4E+05,6.3E+05,1.2E+06,2.6E+06,8.0E+05,1.2E+06,1.1E+06,1.3E+06,7.1E+05,2.3E+06,7.3E+05,1.5E+06,1.1E+06
PE(20:1/22:6)-H,PE,(20:1/22:6),(20:1),(22:6),,,4.1,1.6,Accucore_C18_neg,816.5549,C47 H79 O8 N1 P1,9.35,2.0E+06,1.6E+06,1.3E+06,1.2E+06,1.7E+06,2.4E+06,2.0E+06,2.4E+06,2.1E+06,1.3E+06,2.2E+06,1.5E+06,1.6E+06,1.6E+06,2.0E+06,2.1E+06,2.7E+06,2.4E+06,2.3E+06,1.3E+06,1.1E+06,1.2E+06,1.5E+06,2.1E+06,1.6E+06,0.0E+00,0.0E+00,0.0E+00,1.9E+06,1.9E+06,2.3E+06,2.4E+06,2.2E+06,2.0E+06,2.2E+06,2.9E+06,2.6E+06,2.6E+06,2.0E+06,1.9E+06,1.7E+06,2.5E+06,2.0E+06,2.3E+06,2.2E+06,1.8E+06,1.5E+06,3.6E+06,2.3E+06,2.4E+06,2.0E+06,1.4E+06,1.7E+06,2.9E+06,2.0E+06,2.6E+06
PC(20:4/14:4)+H,PC,(20:4/14:4),(20:4),(14:4),,,11.5,4.4,Accucore_C18_pos,746.4755,C42 H69 O8 N1 P1,9.35,8.1E+05,4.3E+05,7.5E+05,1.1E+06,1.4E+05,1.1E+06,9.4E+05,1.3E+06,2.4E+06,6.3E+05,4.7E+05,8.4E+05,8.1E+05,1.6E+05,1.8E+06,6.6E+05,1.2E+05,4.4E+05,6.2E+05,3.9E+05,1.1E+06,2.5E+05,3.8E+04,8.6E+05,2.0E+05,0.0E+00,0.0E+00,0.0E+00,9.7E+05,7.6E+05,6.9E+05,1.1E+06,1.3E+06,1.6E+06,1.6E+06,3.4E+05,1.3E+06,6.6E+05,5.7E+05,1.0E+06,1.8E+06,2.1E+05,9.7E+05,5.4E+05,1.6E+06,1.9E+06,9.0E+05,8.2E+05,1.9E+06,8.9E+05,5.5E+05,8.7E+05,9.4E+05,6.3E+05,9.6E+05,1.8E+05
PS(22:6/21:0)-H,PS,(22:6/21:0),(22:6),(21:0),,,5.6,3.2,Accucore_C18_neg,876.5760,C49 H83 O10 N1 P1,9.35,2.2E+07,1.8E+07,1.3E+07,1.5E+07,1.9E+07,2.5E+07,2.2E+07,2.2E+07,1.9E+07,1.5E+07,2.5E+07,1.9E+07,2.4E+07,1.9E+07,2.0E+07,1.8E+07,2.8E+07,2.4E+07,2.5E+07,1.4E+07,1.2E+07,1.1E+07,1.7E+07,2.3E+07,1.7E+07,0.0E+00,0.0E+00,0.0E+00,2.2E+07,2.3E+07,2.2E+07,2.2E+07,2.4E+07,2.3E+07,1.8E+07,2.8E+07,2.9E+07,2.7E+07,2.1E+07,1.6E+07,1.7E+07,2.3E+07,2.4E+07,2.6E+07,2.4E+07,2.1E+07,1.4E+07,3.6E+07,2.5E+07,2.6E+07,2.1E+07,1.6E+07,1.7E+07,3.1E+07,2.4E+07,2.6E+07
PC(20:4/22:6)+H,PC,(20:4/22:6),(20:4),(22:6),,,5.0,1.3,Accucore_C18_pos,854.5694,C50 H81 O8 N1 P1,9.36,4.7E+07,3.7E+07,3.0E+07,2.5E+07,3.6E+07,5.6E+07,3.8E+07,5.1E+07,4.6E+07,3.7E+07,5.8E+07,4.0E+07,5.2E+07,4.2E+07,4.7E+07,3.6E+07,6.9E+07,6.0E+07,5.2E+07,2.2E+07,2.0E+07,2.0E+07,3.3E+07,4.5E+07,2.8E+07,1.3E+05,1.8E+04,2.9E+04,5.3E+07,4.7E+07,5.3E+07,4.8E+07,5.5E+07,6.5E+07,4.2E+07,7.2E+07,7.8E+07,7.0E+07,5.5E+07,4.5E+07,3.9E+07,4.7E+07,6.6E+07,5.4E+07,6.0E+07,5.7E+07,4.0E+07,8.9E+07,5.9E+07,6.2E+07,4.2E+07,4.1E+07,4.0E+07,6.6E+07,6.3E+07,5.6E+07
PC(18:1/22:6)+H,PC,(18:1/22:6),(18:1),(22:6),,,20.1,0.3,Accucore_C18_pos,832.5851,C48 H83 O8 N1 P1,9.36,1.8E+08,1.5E+08,1.1E+08,1.0E+08,1.4E+08,2.1E+08,1.5E+08,1.9E+08,1.6E+08,1.4E+08,2.3E+08,1.6E+08,2.0E+08,1.7E+08,1.7E+08,1.4E+08,2.6E+08,2.3E+08,2.0E+08,9.3E+07,8.4E+07,7.7E+07,1.2E+08,1.8E+08,1.1E+08,6.2E+04,1.2E+04,0.0E+00,2.0E+08,2.0E+08,2.0E+08,1.9E+08,2.0E+08,2.3E+08,1.6E+08,2.7E+08,3.0E+08,2.6E+08,2.0E+08,1.7E+08,1.5E+08,1.8E+08,2.6E+08,2.1E+08,2.1E+08,2.2E+08,1.4E+08,3.3E+08,2.4E+08,2.3E+08,1.6E+08,1.5E+08,1.5E+08,2.4E+08,2.5E+08,2.2E+08
PC(18:1/22:6)+Na,PC,(18:1/22:6),(18:1),(22:6),,,18.6,0.3,Accucore_C18_pos,854.5670,C48 H82 O8 N1 P1 Na1,9.36,4.7E+07,3.7E+07,3.0E+07,2.5E+07,3.6E+07,5.6E+07,3.8E+07,5.1E+07,4.6E+07,3.7E+07,5.8E+07,4.0E+07,5.2E+07,4.2E+07,4.7E+07,3.6E+07,6.9E+07,6.0E+07,5.2E+07,2.2E+07,2.0E+07,2.0E+07,3.3E+07,4.5E+07,2.8E+07,1.3E+05,1.8E+04,2.9E+04,5.3E+07,4.7E+07,5.3E+07,4.8E+07,5.5E+07,6.5E+07,4.2E+07,7.2E+07,7.8E+07,7.0E+07,5.5E+07,4.5E+07,3.9E+07,4.7E+07,6.6E+07,5.4E+07,6.0E+07,5.7E+07,4.0E+07,8.9E+07,5.9E+07,6.2E+07,4.2E+07,4.1E+07,4.0E+07,6.6E+07,6.3E+07,5.6E+07
PC(18:1/22:6)+HCOO,PC,(18:1/22:6),(18:1),(22:6),,,32.3,0.1,Accucore_C18_neg,876.5760,C49 H83 O10 N1 P1,9.36,2.2E+07,1.8E+07,1.3E+07,1.5E+07,1.9E+07,2.5E+07,2.2E+07,2.2E+07,1.9E+07,1.5E+07,2.5E+07,1.9E+07,2.4E+07,1.9E+07,2.0E+07,1.8E+07,2.8E+07,2.4E+07,2.5E+07,1.4E+07,1.2E+07,1.1E+07,1.7E+07,2.3E+07,1.7E+07,0.0E+00,0.0E+00,0.0E+00,2.2E+07,2.3E+07,2.2E+07,2.2E+07,2.4E+07,2.3E+07,1.8E+07,2.8E+07,2.9E+07,2.7E+07,2.1E+07,1.6E+07,1.7E+07,2.3E+07,2.4E+07,2.6E+07,2.4E+07,2.1E+07,1.4E+07,3.6E+07,2.5E+07,2.6E+07,2.1E+07,1.6E+07,1.7E+07,3.1E+07,2.4E+07,2.6E+07
PC(18:1/22:6)+K,PC,(18:1/22:6),(18:1),(22:6),,,3.4,0.2,Accucore_C18_pos,870.5410,C48 H82 O8 N1 P1 K1,9.36,1.9E+06,1.1E+06,1.2E+06,9.4E+05,1.7E+06,2.7E+06,1.6E+06,2.5E+06,2.2E+06,1.3E+06,2.8E+06,1.8E+06,2.2E+06,1.8E+06,2.1E+06,1.7E+06,3.2E+06,2.4E+06,2.3E+06,7.2E+05,8.3E+05,7.1E+05,1.4E+06,1.8E+06,1.3E+06,0.0E+00,0.0E+00,0.0E+00,2.3E+06,1.1E+06,2.1E+06,2.4E+06,2.4E+06,2.6E+06,1.9E+06,2.8E+06,3.4E+06,2.8E+06,2.6E+05,6.2E+05,1.7E+06,2.0E+06,2.2E+06,2.3E+06,3.1E+06,1.5E+06,1.8E+06,3.9E+06,2.9E+06,2.4E+06,2.2E+06,1.2E+06,1.2E+06,2.6E+06,1.9E+06,2.7E+06
PC(16:1e/22:6)+H,PC,(16:1e/22:6),(16:1e),(22:6),,,14.7,0.2,Accucore_C18_pos,790.5745,C46 H81 O7 N1 P1,9.36,5.0E+06,2.6E+05,3.7E+06,5.6E+06,6.3E+06,1.1E+07,4.1E+06,5.1E+06,2.8E+06,8.0E+06,7.4E+06,6.7E+06,2.4E+06,5.3E+06,5.2E+06,7.8E+06,8.1E+06,9.4E+06,5.7E+06,3.5E+06,3.0E+06,5.0E+06,5.9E+06,8.2E+06,2.2E+06,2.3E+04,4.5E+03,1.6E+04,3.2E+06,3.2E+06,7.2E+06,7.9E+06,5.7E+05,5.7E+06,6.7E+06,7.2E+06,4.0E+06,1.8E+06,1.9E+06,3.5E+06,3.9E+06,7.0E+06,4.8E+06,5.2E+06,5.3E+06,4.9E+05,3.4E+06,9.3E+06,1.0E+07,1.7E+06,4.5E+06,1.7E+05,6.8E+06,9.8E+05,1.1E+07,2.5E+05
PG(18:1/18:1)-H,PG,(18:1/18:1),(18:1),(18:1),,,19.4,1.1,Accucore_C18_neg,773.5338,C42 H78 O10 N0 P1,9.37,2.1E+06,8.0E+05,6.3E+06,7.7E+06,4.1E+04,5.0E+06,2.6E+06,3.6E+06,1.0E+05,8.5E+06,6.8E+06,4.0E+06,1.3E+05,5.8E+05,2.5E+06,1.0E+07,2.3E+05,6.2E+05,3.1E+06,9.5E+04,1.9E+06,3.9E+06,2.1E+06,5.0E+06,8.2E+05,0.0E+00,0.0E+00,0.0E+00,5.7E+06,2.4E+05,4.9E+05,4.8E+06,1.5E+06,5.1E+06,1.3E+07,2.2E+06,5.0E+05,2.6E+05,1.1E+06,1.3E+06,1.7E+07,1.5E+06,2.6E+06,1.8E+06,1.3E+05,7.7E+05,4.5E+06,5.1E+06,6.7E+06,1.6E+05,4.4E+05,4.4E+06,6.5E+06,2.3E+06,7.0E+06,5.6E+05
PG(18:1/20:4)+H,PG,(18:1/20:4),(18:1),(20:4),,,4.0,0.3,Accucore_C18_pos,797.5327,C44 H78 O10 N0 P1,9.38,2.4E+05,9.8E+05,1.5E+06,7.3E+05,1.6E+05,7.1E+05,3.8E+04,4.4E+04,2.4E+05,7.0E+05,6.0E+05,8.7E+04,9.3E+04,9.7E+05,3.1E+05,1.1E+06,1.2E+05,9.4E+05,1.2E+05,1.3E+05,1.5E+05,9.3E+05,7.0E+04,3.2E+04,3.2E+04,0.0E+00,0.0E+00,0.0E+00,6.6E+05,6.4E+05,1.3E+05,8.5E+04,1.1E+05,7.3E+04,1.2E+06,8.3E+04,4.1E+05,3.9E+05,8.2E+05,2.2E+06,3.2E+06,5.4E+04,4.3E+05,2.7E+05,1.8E+05,4.7E+05,2.0E+05,2.7E+05,2.8E+05,4.0E+05,1.7E+04,1.2E+06,3.7E+05,1.5E+05,1.3E+05,1.4E+05
PC(16:0/18:3)+H,PC,(16:0/18:3),(16:0),(18:3),,,19.7,0.2,Accucore_C18_pos,756.5538,C42 H79 O8 N1 P1,9.38,1.2E+07,8.1E+06,7.5E+07,2.4E+07,1.1E+07,8.1E+06,2.1E+07,9.2E+06,1.1E+08,2.8E+07,9.9E+06,3.7E+06,9.2E+06,8.5E+06,6.4E+07,2.7E+06,1.2E+07,1.1E+07,8.0E+06,6.9E+06,5.4E+07,6.3E+06,2.5E+07,9.9E+06,1.9E+07,1.8E+05,1.4E+05,5.0E+05,1.7E+07,1.7E+07,5.8E+07,4.1E+07,8.9E+06,1.0E+08,4.8E+05,1.2E+07,5.3E+07,5.9E+06,1.9E+07,1.5E+08,3.4E+07,1.6E+07,6.0E+07,7.9E+06,9.7E+06,9.0E+07,5.9E+05,1.6E+07,8.7E+06,1.0E+07,2.7E+07,9.9E+07,1.5E+06,1.5E+07,3.9E+07,9.2E+06
PC(16:0/18:3)+HCOO,PC,(16:0/18:3),(16:0),(18:3),,,17.8,0.1,Accucore_C18_neg,800.5447,C43 H79 O10 N1 P1,9.38,6.0E+06,6.6E+06,1.4E+07,1.4E+06,6.3E+06,6.0E+06,3.6E+06,5.7E+06,1.1E+07,3.5E+06,8.4E+06,4.9E+06,6.7E+06,3.2E+06,1.5E+07,3.0E+06,7.5E+06,1.5E+06,4.3E+06,3.3E+06,1.2E+07,2.6E+06,5.5E+06,4.7E+06,3.4E+06,0.0E+00,0.0E+00,0.0E+00,7.7E+06,7.9E+06,8.2E+06,7.9E+06,4.4E+06,1.6E+07,3.2E+06,7.8E+06,1.1E+07,5.1E+06,5.9E+06,1.9E+07,2.7E+05,6.2E+06,1.2E+07,6.6E+06,6.4E+06,1.4E+07,4.2E+06,9.8E+06,1.0E+07,5.5E+06,5.7E+06,1.5E+07,4.9E+06,7.8E+06,6.4E+06,4.7E+06
PC(16:0/18:3)+Na,PC,(16:0/18:3),(16:0),(18:3),,,22.0,0.3,Accucore_C18_pos,778.5357,C42 H78 O8 N1 P1 Na1,9.38,3.0E+06,1.1E+06,3.5E+07,9.3E+05,9.7E+06,3.2E+06,2.0E+06,1.6E+05,5.8E+07,5.8E+06,6.2E+06,2.0E+06,7.8E+05,1.1E+06,1.7E+07,3.5E+06,4.3E+06,3.0E+06,3.9E+06,1.8E+06,1.3E+07,6.6E+05,1.4E+06,1.7E+06,2.6E+05,3.3E+04,4.6E+04,1.7E+05,2.0E+07,4.6E+06,1.8E+06,3.0E+06,7.2E+06,1.8E+07,9.8E+05,1.4E+06,1.6E+07,1.1E+06,1.4E+06,4.7E+07,3.5E+06,3.5E+06,3.0E+06,1.5E+06,6.7E+06,2.5E+07,4.4E+05,6.3E+06,5.7E+05,4.8E+06,9.7E+05,5.2E+07,3.8E+05,5.2E+06,3.2E+06,5.8E+05
PE(15:0/16:1)+H,PE,(15:0/16:1),(15:0),(16:1),,,9.8,0.2,Accucore_C18_pos,676.4912,C36 H71 O8 N1 P1,9.39,6.4E+05,1.2E+05,2.7E+05,6.6E+05,3.9E+04,1.1E+06,5.1E+05,7.6E+05,1.6E+06,7.0E+05,5.8E+05,9.6E+05,7.1E+05,1.2E+05,6.1E+05,6.4E+05,4.0E+05,4.1E+05,5.3E+05,3.0E+05,5.9E+05,2.0E+05,5.8E+04,7.3E+05,1.3E+05,0.0E+00,0.0E+00,0.0E+00,9.1E+05,6.4E+05,8.5E+05,8.3E+05,8.2E+05,1.1E+06,1.1E+06,1.8E+05,2.0E+06,2.9E+05,6.4E+05,1.1E+06,1.4E+06,2.1E+05,1.8E+06,3.3E+05,1.3E+06,1.8E+06,5.9E+05,1.7E+06,2.7E+06,1.0E+06,4.5E+05,7.9E+05,4.0E+05,4.8E+05,1.1E+06,7.0E+05
CL(21:0/18:1/18:1/22:5)-2H,CL,(21:0/18:1/18:1/22:5),(21:0),(18:1),(18:1),(22:5),21.4,13.4,Accucore_C18_neg,773.5414,C88 H156 O17 P2,9.39,9.3E+05,3.4E+05,3.2E+05,6.2E+06,2.0E+06,5.9E+06,2.2E+05,6.5E+05,1.2E+05,6.3E+06,4.7E+05,2.0E+06,9.3E+05,2.5E+05,4.3E+05,9.0E+06,3.1E+06,2.8E+05,2.7E+06,8.9E+04,1.6E+06,5.4E+06,5.6E+05,6.1E+06,4.3E+05,0.0E+00,0.0E+00,0.0E+00,9.6E+05,9.0E+04,3.8E+06,2.1E+06,3.1E+06,1.9E+06,6.8E+06,2.4E+06,5.7E+06,2.7E+05,7.7E+05,3.9E+05,1.3E+07,1.5E+06,5.9E+05,9.8E+05,9.1E+05,1.1E+06,4.6E+05,2.9E+06,3.2E+06,1.3E+06,3.4E+05,3.0E+05,3.5E+06,1.7E+05,7.3E+05,6.0E+05
