Compound,m.z,Retention.time..min.,Mode,Intensity,O4_0220,O2_0220,Y2_1219,O1+O5_1219,O3_0220,Y1_1219,Y3_0220,O2+O3_1219,Y5_0220,O1_0220,Y2_0220,O5_0220,Y4_0220,Y4_1219,O4_1219,Y1_0220,QC1,QC2,QC3,LipidIon,FattyAcid,Class,IonFormula,RT_LS,mz_LS,mscore,tscore
1.37_512.2998m/z,512.2998,1.37,Accucore_C18_neg,5.4E+05,4.6E+05,9.3E+05,5.4E+05,3.0E+05,5.0E+05,5.3E+05,2.8E+05,3.2E+05,5.7E+05,7.6E+05,9.6E+05,3.7E+05,6.6E+05,5.8E+05,3.0E+05,1.0E+06,3.7E+05,4.6E+05,5.2E+05,LPC(14:0)+HCOO| MLCL(14:2/14:0/14:0)-2H,(14:0)| (14:2/14:0/14:0),LPC| MLCL,C23 H47 O9 N1 P1| C51 H94 O16 P2,1.38243179271764| 1.381,512.29939553| 512.301406529999,20.2789379304406| 12.9077010322852,0.961463311964862| 15.0255918711094
1.10_512.2999m/z,512.2999,1.10,Accucore_C18_neg,3.4E+05,3.4E+05,5.4E+05,3.5E+05,1.7E+05,3.7E+05,3.1E+05,2.3E+05,1.6E+05,4.1E+05,6.0E+05,7.3E+05,2.0E+05,4.4E+05,2.9E+05,1.5E+05,7.3E+05,4.4E+05,3.8E+05,2.8E+05,LPC(14:0)+HCOO| MLCL(14:2/14:0/14:0)-2H,(14:0)| (14:2/14:0/14:0),LPC| MLCL,C23 H47 O9 N1 P1| C51 H94 O16 P2,1.08190958488184| 1.086,512.29939553| 512.301406529999,19.4683433666715| 16.2625868643906,1.22748753617175| 15.3161918711094
1.08_490.2924m/z,490.2924,1.08,Accucore_C18_pos,3.6E+05,3.5E+05,6.2E+05,3.6E+05,2.2E+05,4.0E+05,3.2E+05,3.2E+05,2.0E+05,4.5E+05,5.7E+05,6.7E+05,2.5E+05,4.5E+05,3.0E+05,1.9E+05,6.3E+05,2.8E+05,3.0E+05,3.2E+05,LPC(14:0)+Na,(14:0),LPC,C22 H46 O7 N1 P1 Na1,1.081909585,490.2904135,16.66906411,0.203910212
1.39_490.2926m/z,490.2926,1.39,Accucore_C18_pos,2.9E+05,2.5E+05,4.4E+05,2.9E+05,1.9E+05,3.2E+05,2.7E+05,1.9E+05,1.6E+05,2.9E+05,4.5E+05,5.4E+05,1.8E+05,3.7E+05,3.0E+05,1.5E+05,4.8E+05,2.4E+05,2.1E+05,2.3E+05,LPC(14:0)+Na| PE(8:0e/11:3)+H,(14:0)| (8:0e/11:3),LPC| PE,C22 H46 O7 N1 P1 Na1| C24 H45 O7 N1 P1,1.38243179271764| 1.385,490.29041347| 490.29281847,10.8238812975695| 4.27273021406989,0.0879421689753053| 0.137162494054903
1.65_482.3257m/z,482.3257,1.65,Accucore_C18_pos,2.8E+07,1.6E+07,4.2E+07,3.0E+07,1.7E+07,2.5E+07,3.2E+07,1.2E+07,1.6E+07,2.5E+07,3.9E+07,5.9E+07,1.6E+07,3.5E+07,3.3E+07,1.2E+07,5.1E+07,2.3E+07,2.3E+07,2.4E+07,LPC(15:0)+H,(15:0),LPC,C23 H49 O7 N1 P1,1.642881204,482.3241185,30.01134001,0.114899649
1.63_526.3171m/z,526.3171,1.63,Accucore_C18_neg,7.9E+06,5.5E+06,1.2E+07,8.4E+06,5.5E+06,7.3E+06,8.7E+06,3.7E+06,5.1E+06,6.8E+06,1.1E+07,1.5E+07,4.9E+06,9.9E+06,8.7E+06,4.4E+06,1.4E+07,6.4E+06,6.4E+06,6.6E+06,LPC(15:0)+HCOO| MLCL(14:2/15:0/15:0)-2H,(15:0)| (14:2/15:0/15:0),LPC| MLCL,C24 H49 O9 N1 P1| C53 H98 O16 P2,1.64288120448044| 1.62701239318373,526.315045529999| 526.31705653,20.3881034339024| 15.7720546097941,0.925932904887162| 16.8820303575742
2.05_496.3414m/z,496.3414,2.05,Accucore_C18_pos,1.6E+08,1.5E+08,2.4E+08,1.6E+08,1.0E+08,1.6E+08,1.5E+08,9.7E+07,8.5E+07,1.6E+08,2.3E+08,2.5E+08,1.1E+08,1.8E+08,1.6E+08,8.7E+07,2.5E+08,1.2E+08,1.2E+08,1.2E+08,LPC(16:0)+H,(16:0),LPC,C24 H51 O7 N1 P1,2.04479659,496.3397685,30.01134001,0.388899079
5.64_496.3422m/z,496.3422,5.64,Accucore_C18_pos,5.3E+04,4.7E+04,8.7E+04,5.3E+04,3.2E+04,5.5E+04,5.0E+04,2.7E+04,2.5E+04,5.3E+04,9.5E+04,1.0E+05,3.3E+04,6.9E+04,6.1E+04,2.5E+04,1.0E+05,3.9E+04,4.5E+04,4.8E+04,LPC(16:0)+H,(16:0),LPC,C24 H51 O7 N1 P1,5.604790177,496.3397685,9.333609867,3.802401746
2.01_540.3317m/z,540.3317,2.01,Accucore_C18_neg,3.2E+07,3.1E+07,5.2E+07,3.3E+07,2.2E+07,3.2E+07,3.1E+07,1.9E+07,1.7E+07,3.3E+07,4.9E+07,5.2E+07,2.2E+07,3.9E+07,3.4E+07,1.8E+07,5.3E+07,3.0E+07,2.9E+07,2.9E+07,LPC(16:0)+HCOO| MLCL(14:2/16:0/16:0)-2H,(16:0)| (14:2/16:0/16:0),LPC| MLCL,C25 H51 O9 N1 P1| C55 H102 O16 P2,2.04479659014899| 2.03497823782012,540.33069553| 540.332706529999,29.2025150500072| 13.7641154190419,0.868079204732967| 18.5494286439482
5.61_518.3240m/z,518.3240,5.61,Accucore_C18_pos,6.3E+04,5.9E+04,1.3E+05,5.9E+04,2.7E+04,6.6E+04,5.2E+04,2.4E+04,1.8E+04,7.1E+04,1.4E+05,1.6E+05,3.4E+04,9.8E+04,6.6E+04,1.7E+04,1.6E+05,5.6E+04,6.0E+04,6.1E+04,LPC(16:0)+Na| LPC(18:3)+H,(16:0)| (18:3),LPC| LPC,C24 H50 O7 N1 P1 Na1| C26 H49 O7 N1 P1,5.60479017706373| 5.573,518.32171347| 518.32411847,8.58619658374964| 3.13206610822619,3.93772715003842| 4.44991897362897
2.81_482.3628m/z,482.3628,2.81,Accucore_C18_pos,3.2E+05,2.3E+05,6.3E+05,4.4E+05,2.3E+05,3.2E+05,3.5E+05,1.6E+05,1.7E+05,2.4E+05,4.8E+05,6.0E+05,1.7E+05,3.2E+05,4.4E+05,1.9E+05,5.7E+05,2.8E+05,3.0E+05,3.0E+05,LPC(16:0e)+H,(16:0e),LPC,C24 H53 O6 N1 P1,2.785,482.3605035,25.10820637,0.842002164
1.47_494.3257m/z,494.3257,1.47,Accucore_C18_pos,4.7E+07,3.7E+07,7.5E+07,5.2E+07,2.0E+07,4.6E+07,4.2E+07,2.3E+07,2.4E+07,4.8E+07,8.0E+07,1.1E+08,3.6E+07,6.7E+07,5.3E+07,2.6E+07,1.1E+08,3.4E+07,3.6E+07,4.2E+07,LPC(16:1)+H,(16:1),LPC,C24 H49 O7 N1 P1,1.464259166,494.3241185,30.01134001,0.100999964
1.10_494.3256m/z,494.3256,1.10,Accucore_C18_pos,2.3E+07,2.2E+07,4.1E+07,2.7E+07,1.0E+07,2.3E+07,1.8E+07,1.7E+07,9.8E+06,2.4E+07,3.9E+07,5.5E+07,1.5E+07,2.7E+07,1.6E+07,7.9E+06,4.6E+07,2.0E+07,1.8E+07,1.4E+07,LPC(16:1)+H,(16:1),LPC,C24 H49 O7 N1 P1,1.102824494,494.3241185,23.2591064,0.271877792
2.12_494.3261m/z,494.3261,2.12,Accucore_C18_pos,6.6E+03,1.9E+03,1.3E+04,1.5E+04,0.0E+00,6.2E+03,7.4E+03,1.8E+03,1.6E+03,1.3E+04,9.0E+03,1.7E+04,7.2E+03,2.7E+03,6.4E+03,6.9E+03,6.3E+03,0.0E+00,0.0E+00,0.0E+00,LPC(16:1)+H,(16:1),LPC,C24 H49 O7 N1 P1,2.124,494.3241185,27.1653104,0.552429198
2.81_494.3264m/z,494.3264,2.81,Accucore_C18_pos,1.4E+05,1.3E+05,3.1E+05,1.3E+05,9.1E+04,2.5E+05,1.4E+05,7.5E+04,7.9E+04,1.3E+05,3.5E+05,4.4E+05,9.8E+04,2.8E+05,1.5E+05,6.5E+04,4.4E+05,1.3E+05,1.5E+05,1.5E+05,LPC(16:1)+H| LPE(19:1)+H,(16:1)| (19:1),LPC| LPE,C24 H49 O7 N1 P1| C24 H49 O7 N1 P1,2.82301442157895| 2.7945171566993,494.32411847| 494.32411847,6.86890794051483| 6.03833361431301,1.32620054131769| 0.555094490765392
1.45_538.3158m/z,538.3158,1.45,Accucore_C18_neg,1.6E+07,1.4E+07,2.6E+07,1.8E+07,7.9E+06,1.6E+07,1.4E+07,9.4E+06,8.4E+06,1.7E+07,2.5E+07,3.7E+07,1.2E+07,2.2E+07,1.6E+07,8.8E+06,3.3E+07,1.6E+07,1.6E+07,1.6E+07,LPC(16:1)+HCOO,(16:1),LPC,C25 H49 O9 N1 P1,1.464259166,538.3150455,25.95779116,1.080387481
1.10_516.3078m/z,516.3078,1.10,Accucore_C18_pos,2.9E+06,2.5E+06,5.6E+06,3.3E+06,9.3E+05,3.5E+06,2.2E+06,2.0E+06,9.8E+05,3.3E+06,5.0E+06,7.4E+06,2.0E+06,3.8E+06,2.0E+06,9.3E+05,5.6E+06,2.9E+06,2.9E+06,2.4E+06,LPC(16:1)+Na,(16:1),LPC,C24 H48 O7 N1 P1 Na1,1.102824494,516.3060635,30.1,0.350108125
1.47_516.3078m/z,516.3078,1.47,Accucore_C18_pos,6.8E+06,5.4E+06,9.2E+06,6.9E+06,2.9E+06,7.2E+06,5.4E+06,3.4E+06,3.4E+06,6.7E+06,9.3E+06,1.2E+07,5.7E+06,8.1E+06,7.3E+06,4.1E+06,1.0E+07,4.4E+06,4.5E+06,4.9E+06,LPC(16:1)+Na| LPC(18:4)+H,(16:1)| (18:4),LPC| LPC,C24 H48 O7 N1 P1 Na1| C26 H47 O7 N1 P1,1.4642591663598| 1.441,516.30606347| 516.30846847,40.6476955244557| 6.39775591552703,0.087102369073584| 0.801450717485477
2.03_478.3304m/z,478.3304,2.03,Accucore_C18_pos,8.6E+05,9.1E+05,1.4E+06,8.2E+05,5.5E+05,9.2E+05,8.2E+05,5.7E+05,4.7E+05,9.6E+05,1.4E+06,1.4E+06,6.3E+05,1.1E+06,8.0E+05,4.6E+05,1.4E+06,6.0E+05,5.5E+05,5.5E+05,LPC(16:2e)+H,(16:2e),LPC,C24 H49 O6 N1 P1,2.053682719,478.3292035,10.769427,0.714542875
1.74_508.3415m/z,508.3415,1.74,Accucore_C18_pos,3.0E+07,1.8E+07,4.9E+07,3.0E+07,1.5E+07,3.0E+07,3.1E+07,1.3E+07,1.6E+07,2.8E+07,4.4E+07,6.9E+07,1.8E+07,4.1E+07,3.3E+07,1.2E+07,6.1E+07,2.3E+07,2.3E+07,2.4E+07,LPC(17:1)+H,(17:1),LPC,C25 H51 O7 N1 P1,1.745792954,508.3397685,30.01134001,0.233553054
1.74_552.3320m/z,552.3320,1.74,Accucore_C18_neg,6.6E+06,4.4E+06,1.0E+07,6.7E+06,3.8E+06,6.6E+06,6.8E+06,3.2E+06,3.9E+06,5.8E+06,8.8E+06,1.4E+07,4.3E+06,8.8E+06,7.2E+06,3.1E+06,1.2E+07,6.2E+06,6.1E+06,6.3E+06,LPC(17:1)+HCOO,(17:1),LPC,C26 H51 O9 N1 P1,1.745792954,552.3306955,27.86265074,0.982447096
1.75_530.3234m/z,530.3234,1.75,Accucore_C18_pos,3.3E+06,2.4E+06,4.4E+06,3.3E+06,1.9E+06,4.0E+06,3.3E+06,1.7E+06,2.0E+06,3.1E+06,4.0E+06,5.3E+06,2.4E+06,4.1E+06,3.7E+06,1.7E+06,4.5E+06,2.1E+06,2.1E+06,2.1E+06,LPC(17:1)+Na| PC(8:0e/11:4)+H,(17:1)| (8:0e/11:4),LPC| PC,C25 H50 O7 N1 P1 Na1| C27 H49 O7 N1 P1,1.74579295371081| 1.76030126853898,530.32171347| 530.32411847,33.5893319642604| 20.0162579319804,0.101706967149048| 0.71976918709331
2.15_522.3565m/z,522.3565,2.15,Accucore_C18_pos,4.1E+08,3.9E+08,6.8E+08,3.9E+08,2.6E+08,4.9E+08,3.9E+08,2.5E+08,2.3E+08,4.3E+08,6.7E+08,7.8E+08,2.9E+08,5.7E+08,4.3E+08,2.0E+08,7.4E+08,3.5E+08,3.5E+08,3.5E+08,LPC(18:1)+H,(18:1),LPC,C26 H53 O7 N1 P1,2.137702364,522.3554185,30.01134001,0.382642556
5.62_522.3580m/z,522.3580,5.62,Accucore_C18_pos,2.4E+05,2.0E+05,4.2E+05,2.2E+05,1.4E+05,3.2E+05,2.3E+05,1.2E+05,1.4E+05,2.5E+05,4.1E+05,5.4E+05,1.6E+05,3.3E+05,2.7E+05,1.2E+05,5.3E+05,2.9E+05,3.2E+05,3.2E+05,LPC(18:1)+H,(18:1),LPC,C26 H53 O7 N1 P1,5.593738302,522.3554185,5.936945456,3.956609205
7.09_522.3574m/z,522.3574,7.09,Accucore_C18_pos,3.1E+04,2.9E+04,5.5E+04,2.3E+04,1.7E+04,4.3E+04,2.6E+04,1.1E+04,1.2E+04,3.4E+04,7.3E+04,7.6E+04,1.5E+04,4.1E+04,3.2E+04,9.8E+03,7.3E+04,2.8E+04,2.8E+04,3.3E+04,LPC(18:1)+H,(18:1),LPC,C26 H53 O7 N1 P1,7.068080858,522.3554185,8.570681409,5.221650206
6.56_522.3578m/z,522.3578,6.56,Accucore_C18_pos,1.9E+04,5.1E+03,2.8E+04,1.6E+04,7.5E+03,1.2E+04,1.9E+04,8.7E+03,5.8E+03,1.9E+04,2.9E+04,3.5E+04,1.6E+04,2.2E+04,2.1E+04,1.9E+04,3.1E+04,1.5E+04,1.6E+04,1.6E+04,LPC(18:1)+H,(18:1),LPC,C26 H53 O7 N1 P1,6.563603378,522.3554185,6.354528351,4.525270556
6.53_522.3579m/z,522.3579,6.53,Accucore_C18_pos,1.3E+04,7.5E+03,2.0E+04,1.2E+04,7.0E+03,1.3E+04,1.3E+04,8.5E+03,7.6E+03,1.3E+04,2.2E+04,2.5E+04,9.3E+03,1.6E+04,1.5E+04,1.0E+04,2.5E+04,6.9E+03,7.5E+03,1.5E+04,LPC(18:1)+H,(18:1),LPC,C26 H53 O7 N1 P1,6.563603378,522.3554185,6.354528351,4.525270556
2.10_566.3471m/z,566.3471,2.10,Accucore_C18_neg,9.2E+07,8.8E+07,1.6E+08,8.8E+07,5.8E+07,1.1E+08,8.8E+07,5.4E+07,5.0E+07,9.6E+07,1.6E+08,1.9E+08,6.4E+07,1.4E+08,9.8E+07,4.5E+07,1.7E+08,9.0E+07,8.8E+07,8.9E+07,LPC(18:1)+HCOO,(18:1),LPC,C27 H53 O9 N1 P1,2.137702364,566.3463455,29.20251505,0.898081252
2.15_544.3393m/z,544.3393,2.15,Accucore_C18_pos,2.4E+07,2.4E+07,2.8E+07,2.4E+07,2.0E+07,2.6E+07,2.4E+07,2.0E+07,2.0E+07,2.6E+07,2.7E+07,2.8E+07,2.3E+07,2.5E+07,2.5E+07,1.9E+07,2.7E+07,1.2E+07,1.2E+07,1.2E+07,LPC(18:1)+Na,(18:1),LPC,C26 H52 O7 N1 P1 Na1,2.137702364,544.3373635,28.70201089,0.252422223
7.07_544.3393m/z,544.3393,7.07,Accucore_C18_pos,2.5E+04,1.9E+04,5.9E+04,1.8E+04,4.6E+03,3.5E+04,2.1E+04,4.5E+03,3.3E+03,3.8E+04,6.9E+04,7.4E+04,1.0E+04,4.4E+04,2.8E+04,3.5E+03,9.3E+04,2.3E+04,2.9E+04,3.0E+04,LPC(18:1)+Na,(18:1),LPC,C26 H52 O7 N1 P1 Na1,7.068080858,544.3373635,14.87556599,5.198143206
6.57_544.3394m/z,544.3394,6.57,Accucore_C18_pos,2.2E+03,0.0E+00,6.8E+03,1.1E+03,3.0E+02,1.9E+03,3.2E+03,2.2E+02,0.0E+00,2.6E+03,6.0E+03,1.1E+04,6.6E+02,5.3E+03,2.5E+03,0.0E+00,8.1E+03,4.2E+03,7.1E+03,1.9E+03,LPC(18:1)+Na,(18:1),LPC,C26 H52 O7 N1 P1 Na1,6.563603378,544.3373635,14.2676569,4.649905155
5.61_544.3398m/z,544.3398,5.61,Accucore_C18_pos,2.1E+05,1.9E+05,4.5E+05,1.8E+05,8.8E+04,2.7E+05,1.7E+05,8.6E+04,7.5E+04,2.4E+05,5.1E+05,6.9E+05,1.2E+05,3.9E+05,2.2E+05,7.0E+04,6.3E+05,2.4E+05,2.5E+05,2.5E+05,LPC(18:1)+Na| LPC(20:4)+H,(18:1)| (20:4),LPC| LPC,C26 H52 O7 N1 P1 Na1| C28 H51 O7 N1 P1,5.59373830162959| 5.567,544.33736347| 544.33976847,19.6878160520648| 3.13192239819302,3.78623088917933| 4.15705919793039
1.61_520.3417m/z,520.3417,1.61,Accucore_C18_pos,1.3E+07,1.2E+07,2.5E+07,1.5E+07,6.8E+06,1.3E+07,1.3E+07,6.7E+06,7.7E+06,1.4E+07,2.4E+07,3.2E+07,9.3E+06,1.9E+07,1.3E+07,7.3E+06,3.0E+07,1.3E+07,1.3E+07,1.4E+07,LPC(18:2)+H,(18:2),LPC,C26 H51 O7 N1 P1,1.614277722,520.3397685,30.01134001,0.124615482
1.59_564.3314m/z,564.3314,1.59,Accucore_C18_neg,2.8E+06,2.7E+06,4.9E+06,3.2E+06,1.6E+06,2.7E+06,2.8E+06,1.6E+06,1.8E+06,2.8E+06,4.4E+06,6.2E+06,2.1E+06,3.8E+06,2.7E+06,1.7E+06,5.6E+06,2.9E+06,2.8E+06,2.9E+06,LPC(18:2)+HCOO,(18:2),LPC,C27 H51 O9 N1 P1,1.614277722,564.3306955,23.78751865,0.889180273
1.90_518.3240m/z,518.3240,1.90,Accucore_C18_pos,5.5E+06,6.5E+06,6.2E+06,5.5E+06,5.0E+06,6.0E+06,5.3E+06,5.0E+06,4.5E+06,6.0E+06,6.3E+06,5.5E+06,5.1E+06,5.6E+06,5.1E+06,4.7E+06,5.7E+06,2.9E+06,2.8E+06,2.7E+06,LPC(18:3)+H,(18:3),LPC,C26 H49 O7 N1 P1,1.859,518.3241185,3.802498871,0.802380974
2.30_518.3244m/z,518.3244,2.30,Accucore_C18_pos,3.5E+06,3.1E+06,4.4E+06,4.5E+06,3.4E+06,3.6E+06,4.0E+06,2.7E+06,2.9E+06,3.2E+06,3.9E+06,4.1E+06,3.0E+06,3.5E+06,4.5E+06,3.2E+06,4.2E+06,1.8E+06,1.8E+06,1.7E+06,LPC(18:3)+H,(18:3),LPC,C26 H49 O7 N1 P1,2.292090856,518.3241185,8.191846426,0.960121788
1.08_518.3261m/z,518.3261,1.08,Accucore_C18_pos,1.4E+06,1.3E+06,2.5E+06,2.1E+06,6.0E+05,1.5E+06,1.4E+06,1.1E+06,7.5E+05,1.7E+06,2.1E+06,4.2E+06,1.3E+06,1.9E+06,1.4E+06,8.0E+05,3.5E+06,1.4E+06,1.4E+06,1.2E+06,LPC(18:3)+H,(18:3),LPC,C26 H49 O7 N1 P1,1.083235471,518.3241185,19.88298959,0.230836879
1.37_562.3158m/z,562.3158,1.37,Accucore_C18_neg,3.3E+05,2.6E+05,5.5E+05,4.7E+05,1.5E+05,3.1E+05,3.1E+05,2.0E+05,2.0E+05,3.4E+05,4.0E+05,9.0E+05,3.2E+05,4.7E+05,3.8E+05,2.2E+05,7.5E+05,2.8E+05,3.1E+05,3.7E+05,LPC(18:3)+HCOO,(18:3),LPC,C27 H49 O9 N1 P1,1.386835269,562.3150455,19.46834337,1.009904979
1.08_540.3081m/z,540.3081,1.08,Accucore_C18_pos,1.8E+05,1.3E+05,2.9E+05,2.3E+05,3.6E+04,2.0E+05,1.3E+05,1.1E+05,5.3E+04,2.0E+05,2.3E+05,4.8E+05,1.6E+05,2.3E+05,1.4E+05,7.7E+04,3.6E+05,1.5E+05,1.5E+05,1.7E+05,LPC(18:3)+Na,(18:3),LPC,C26 H48 O7 N1 P1 Na1,1.083235471,540.3060635,22.82347931,0.148204033
1.38_540.3079m/z,540.3079,1.38,Accucore_C18_pos,1.2E+05,8.9E+04,1.6E+05,1.5E+05,3.0E+04,1.2E+05,9.5E+04,5.6E+04,5.1E+04,1.2E+05,1.5E+05,2.8E+05,1.2E+05,1.5E+05,1.4E+05,6.6E+04,1.9E+05,9.8E+04,9.2E+04,9.5E+04,LPC(18:3)+Na,(18:3),LPC,C26 H48 O7 N1 P1 Na1,1.386835269,540.3060635,3.857879351,0.167443428
2.15_504.3460m/z,504.3460,2.15,Accucore_C18_pos,2.9E+06,2.7E+06,4.6E+06,2.7E+06,1.8E+06,3.5E+06,2.8E+06,1.8E+06,1.7E+06,3.0E+06,4.7E+06,5.3E+06,2.2E+06,4.0E+06,3.0E+06,1.6E+06,5.0E+06,2.0E+06,1.9E+06,1.9E+06,LPC(18:3e)+H,(18:3e),LPC,C26 H51 O6 N1 P1,2.149372369,504.3448535,6.403692556,0.907842815
2.69_536.3737m/z,536.3737,2.69,Accucore_C18_pos,3.4E+06,2.5E+06,7.0E+06,2.7E+06,2.2E+06,4.7E+06,3.8E+06,1.5E+06,2.0E+06,3.3E+06,6.6E+06,8.0E+06,2.0E+06,5.1E+06,3.5E+06,1.3E+06,8.0E+06,3.5E+06,3.5E+06,3.5E+06,LPC(19:1)+H,(19:1),LPC,C27 H55 O7 N1 P1,2.683027659,536.3710685,19.88298959,0.421091673
2.64_580.3634m/z,580.3634,2.64,Accucore_C18_neg,1.0E+06,8.0E+05,1.8E+06,8.4E+05,6.9E+05,1.3E+06,1.1E+06,5.0E+05,6.7E+05,1.0E+06,1.6E+06,1.9E+06,6.8E+05,1.5E+06,1.0E+06,4.6E+05,2.0E+06,1.1E+06,1.1E+06,1.1E+06,LPC(19:1)+HCOO| MLCL(19:1/15:1/18:2)-2H,(19:1)| (19:1/15:1/18:2),LPC| MLCL,C28 H55 O9 N1 P1| C61 H110 O16 P2,2.68302765902717| 2.626,580.361995529999| 580.36400653,24.442074063081| 4.50965757281826,0.861185566289195| 22.0784187197906
2.70_558.3554m/z,558.3554,2.70,Accucore_C18_pos,2.1E+05,1.5E+05,5.1E+05,1.5E+05,1.1E+05,3.3E+05,2.4E+05,6.4E+04,1.0E+05,2.0E+05,5.3E+05,6.9E+05,9.7E+04,3.7E+05,2.2E+05,5.9E+04,6.7E+05,2.5E+05,2.8E+05,2.7E+05,LPC(19:1)+Na| PC(10:0e/11:4)+H,(19:1)| (10:0e/11:4),LPC| PC,C27 H54 O7 N1 P1 Na1| C29 H53 O7 N1 P1,2.68302765902717| 2.673,558.35301347| 558.35541847,28.6402737918214| 4.523828668349,0.48395867336017| 1.3384139920806
3.40_594.3796m/z,594.3796,3.40,Accucore_C18_neg,1.5E+05,1.6E+05,3.0E+05,1.4E+05,7.9E+04,1.6E+05,1.3E+05,7.7E+04,6.1E+04,1.8E+05,2.9E+05,3.4E+05,9.2E+04,2.1E+05,1.3E+05,5.8E+04,3.3E+05,1.6E+05,1.7E+05,1.7E+05,LPC(20:1)+HCOO| MLCL(14:2/20:1/20:1)-2H,(20:1)| (14:2/20:1/20:1),LPC| MLCL,C29 H57 O9 N1 P1| C63 H114 O16 P2,3.46309341959563| 3.39925643181319,594.377645529999| 594.379656529999,18.5121212946538| 11.4242930674218,0.578841644721229| 24.5277427427527
3.46_572.3713m/z,572.3713,3.46,Accucore_C18_pos,4.6E+04,4.8E+04,2.2E+05,3.5E+04,1.0E+04,7.9E+04,3.6E+04,7.5E+03,5.7E+03,5.7E+04,2.4E+05,2.7E+05,1.3E+04,1.3E+05,4.5E+04,4.2E+03,2.8E+05,1.0E+05,1.0E+05,9.8E+04,LPC(20:1)+Na,(20:1),LPC,C28 H56 O7 N1 P1 Na1,3.46309342,572.3686635,17.67339517,0.933215296
2.37_548.3732m/z,548.3732,2.37,Accucore_C18_pos,2.7E+06,2.6E+06,5.8E+06,3.0E+06,1.4E+06,2.8E+06,2.4E+06,1.6E+06,1.2E+06,3.2E+06,5.3E+06,8.3E+06,1.8E+06,4.5E+06,2.7E+06,1.1E+06,6.5E+06,2.6E+06,2.6E+06,2.6E+06,LPC(20:2)+H,(20:2),LPC,C28 H55 O7 N1 P1,2.379932017,548.3710685,30.01134001,0.463911678
2.33_592.3633m/z,592.3633,2.33,Accucore_C18_neg,5.5E+05,5.3E+05,1.1E+06,6.1E+05,3.1E+05,5.5E+05,4.7E+05,3.2E+05,2.4E+05,6.3E+05,1.0E+06,1.6E+06,3.7E+05,9.0E+05,5.5E+05,2.2E+05,1.2E+06,6.1E+05,5.9E+05,6.2E+05,LPC(20:2)+HCOO| MLCL(20:2/14:0/20:4)-2H,(20:2)| (20:2/14:0/20:4),LPC| MLCL,C29 H55 O9 N1 P1| C63 H110 O16 P2,2.37993201712101| 2.34406861146103,592.361995529999| 592.36400653,18.6407582298875| 7.34575799987594,0.907667472759115| 21.7399153127351
2.41_570.3552m/z,570.3552,2.41,Accucore_C18_pos,2.7E+05,2.8E+05,5.3E+05,2.7E+05,1.3E+05,2.9E+05,2.2E+05,1.5E+05,9.5E+04,2.9E+05,5.0E+05,7.6E+05,1.6E+05,4.4E+05,2.5E+05,9.0E+04,5.9E+05,1.9E+05,1.9E+05,1.9E+05,LPC(20:2)+Na| LPC(22:5)+H,(20:2)| (22:5),LPC| LPC,C28 H54 O7 N1 P1 Na1| C30 H53 O7 N1 P1,2.37993201712101| 2.418,570.35301347| 570.35541847,11.7141883769567| 3.08851787493446,0.315433011207707| 1.01331947229081
1.83_546.3577m/z,546.3577,1.83,Accucore_C18_pos,2.0E+07,1.8E+07,3.8E+07,2.2E+07,1.0E+07,1.9E+07,1.9E+07,1.1E+07,8.7E+06,2.1E+07,3.6E+07,5.6E+07,1.4E+07,3.0E+07,2.0E+07,8.5E+06,4.4E+07,2.1E+07,2.0E+07,2.1E+07,LPC(20:3)+H,(20:3),LPC,C28 H53 O7 N1 P1,1.864600475,546.3554185,30.01134001,0.267908746
3.83_546.3556m/z,546.3556,3.83,Accucore_C18_pos,1.9E+05,1.3E+05,4.4E+05,2.1E+05,9.5E+04,1.8E+05,2.0E+05,6.1E+04,6.2E+04,1.5E+05,3.5E+05,3.4E+05,8.0E+04,2.1E+05,2.4E+05,6.8E+04,4.1E+05,2.2E+05,2.2E+05,2.2E+05,LPC(20:3)+H,(20:3),LPC,C28 H53 O7 N1 P1,3.821272576,546.3554185,8.939123584,2.170512079
3.43_546.3560m/z,546.3560,3.43,Accucore_C18_pos,3.7E+04,3.2E+04,1.4E+05,3.3E+04,1.4E+04,4.9E+04,3.4E+04,9.7E+03,9.5E+03,4.0E+04,1.3E+05,1.4E+05,1.4E+04,7.7E+04,4.6E+04,9.3E+03,1.7E+05,7.5E+04,7.2E+04,8.0E+04,LPC(20:3)+H,(20:3),LPC,C28 H53 O7 N1 P1,3.397,546.3554185,10.72482668,1.942032937
1.54_544.3420m/z,544.3420,1.54,Accucore_C18_pos,4.4E+07,3.8E+07,7.2E+07,4.8E+07,2.5E+07,4.0E+07,4.7E+07,2.3E+07,3.2E+07,4.5E+07,7.3E+07,8.8E+07,3.4E+07,5.9E+07,4.3E+07,2.9E+07,9.0E+07,4.3E+07,4.2E+07,4.4E+07,LPC(20:4)+H,(20:4),LPC,C28 H51 O7 N1 P1,1.523032448,544.3397685,28.1228097,0.210622964
